patient,P26599_N,P26599_C,P26599.2_N,P26599.2_C,P26599.3_N,P26599.3_C
1,0,0,1.67739405935585,1.8832486988636,0,0
2,0,0,1.05422972092759,1.02954638875363,0,0
3,0,0,1.21274892336101,1.10431351221456,0,0
4,0,0,0.765171914425381,1.01861621061019,0,0
13,0,0,1.46111919257224,0.845895515687014,1.10109005187855,0.639458673526451
14,0,0,1.07608246682111,0.958290681177379,0.953274887510432,2.74685330327876
15,0,0,1.7927284808649,1.29915773216242,1.38717059699053,0.512074023728201
16,0,0,1.23956144604278,1.21636765260492,1.24225478134437,0.508270456754966
17,0,0,1.59154716109616,0.766921916611936,0.996111886622447,1.92221476292845
19,0,0,0.874759124403675,0.537194078971109,1.7134531437443,1.42735732534551
20,0,0,0.960899846272653,0.584840895804615,0.774047782867035,1.60686412797782
21,1.4917333217636,1.2632166133116,0,0,0,0
22,1.27401675338802,1.10089221243271,0,0,0,0
23,1.56738388687279,1.07769902783244,0,0,0,0
24,1.09495755870349,1.23430880653029,0,0,0,0
33,0.799737433239417,1.41877693333958,0.947106354001471,0.823348887375632,0,0
34,0.734729782146313,1.16102673833262,0.913700201547483,0.869126673278277,0,0
35,0.678160711317224,1.04284505577412,0.758609185263726,1.10211967624436,0,0
36,0.529709258462024,1.07423265290464,0.84071807574712,1.20527222620849,0,0
37,1.14911544154554,1.103119100663,0,0,0,0
38,0.532568125150668,1.17526147783159,0,0,0,0
39,1.03820412099078,0.872444469806458,0,0,0,0
40,0.707948390372631,2.0309150006347,0,0,0,0
57,0,0,0,0,1.63209527867711,2.10240830411675
58,0,0,0,0,2.3377806923868,1.64125952108596
59,0,0,0,0,2.37444292873815,1.82176215477855
60,0,0,0,0,2.29670365406895,1.98574428023316
65,1.25406790773449,1.20532751872529,0,0,1.5939537104359,0.820734816405116
66,0.921174974668706,1.23481860807025,0,0,1.33645435794059,1.17337835181192
67,1.59684252875847,1.08812806707329,0,0,1.52005548257042,0.949680304311601
68,0.937165974609103,0.739539665825601,0,0,1.11098698437563,1.49358112219584
69,0,0,0,0,0.669291838678946,0.519581903662797
70,0,0,0,0,0.29299041894833,0.623255543765346
71,0,0,0,0,0.458664384357403,0.568004554291335
72,0,0,0,0,0.568044830337157,1.96000278834163
73,2.14282271060137,1.8141500071045,0,0,0.718999219510484,0.930369811717866
74,2.21341737562537,2.33149465592177,0,0,2.17108505581815,1.35491226070104
75,2.62094692162355,2.75104973333391,0,0,1.11256588120774,1.31259920547921
76,2.70747607471677,2.55267211583291,0,0,1.23614631109084,0.526086765879454
77,0,0,0,0,3.17351336563666,2.22566119835147
78,0,0,0,0,2.40404046883005,1.41944126570394
79,0,0,0,0,2.2181201392513,2.12760823058931
80,0,0,0,0,1.9488805379948,1.80096548387912
81,2.18431887250214,2.75605082481074,0,0,0,0
82,2.85404094147473,3.45081062980485,0,0,0,0
83,2.17037865326922,4.56700885115821,0,0,0,0
84,2.52047608601677,2.5776974913262,0,0,0,0
86,0,0,0.832466134636083,1.82547649454678,0,0
88,0,0,1.46712545474487,0.948596402194301,0,0
93,0,0,0.671895829111967,1.17387942710277,1.02833413584951,1.11818831175043
94,0,0,0.94492316223912,1.34600987533193,0.785484236137463,0.815459012681881
95,0,0,0.626049120711536,0.556868474655803,0.607113588459073,0.925613127676604
96,0,0,1.40912241785665,0.550176497563161,0.930581287448541,0.714490253414414
97,0.915627499561053,0.876036403363312,0,0,0.914203048450223,0.872711443775647
98,0.729988880001561,1.1586940829903,0,0,0.776767271848196,0.903954845481335
99,1.11593086092198,1.40141243488948,0,0,0.976622530134123,1.4893034955277
100,1.08461928636922,1.26100782301645,0,0,1.03041565046559,1.0084519368767
