patient,Q99685_N,Q99685_C,Q99685.2_N,Q99685.2_C
1,6.83583664607658,7.59552914919173,0,0
2,7.39402536045236,5.75713646779988,0,0
3,8.92289435125659,11.0465810606051,0,0
4,7.53098918214919,6.09469737944634,0,0
5,5.57675916207537,11.2817112957617,0,0
6,4.6362091354684,12.2124984730806,0,0
7,4.72450877941187,4.36294348192547,0,0
8,6.85566410568299,6.41517510554484,0,0
9,6.55101713528069,15.3566468921975,0.409145776799001,2.68457643595284
10,7.73489791878566,9.77287587936206,0.381106283776624,0.996954632782157
11,8.14786272436022,9.72816658619118,0.748920760558578,2.01452884345154
12,7.51703383295357,9.93996291577816,0.429924303504706,1.34894563950408
13,3.61774658591568,3.60698129689233,0,0
14,4.61958000476155,4.03637301685936,0,0
15,3.61702761956319,3.58498027741675,0,0
16,3.97567681682499,5.36399239478974,0,0
17,5.24344660924522,4.75051456929024,0,0
18,3.84019077216773,3.22289191500862,0,0
19,2.7349096796337,2.54316381790979,0,0
20,4.63713565787333,4.5335275462864,0,0
21,7.21656280537125,8.16304305826971,0,0
22,6.062592715984,6.92269532113986,0,0
23,13.174461918274,12.7719021143527,0,0
24,7.97952855533586,7.43405194050666,0,0
25,7.09187293592135,4.55908077751476,0,0
26,11.5340036648215,9.61222225718884,0,0
27,6.19472768349041,5.78251920161508,0,0
28,6.39194873417202,6.73063957477337,0,0
29,5.69333760846814,7.71867462575875,0,0
30,5.71346575194993,18.7431500587568,0,0
31,4.60159124212974,5.36860134057557,0,0
32,3.91968335127375,7.35375544002797,0,0
33,2.49777211220018,4.8908409188625,0,0
34,5.4266712748055,7.04710737675572,0,0
35,6.34616401711011,5.63577575132676,0,0
36,2.68813600687025,6.48901931533224,0,0
37,3.21260160003165,2.1447765816499,0,0
38,2.55597206823113,3.55831622282403,0,0
39,3.45345381724172,2.62135997924976,0,0
40,1.98673666202855,4.81713354014776,0,0
41,8.3083880553375,7.10467032116089,0,0
42,6.15141086172646,7.01623403362599,0,0
43,6.58096329363585,6.19333973984141,0,0
44,4.31364470063775,16.051829579366,0,0
45,2.53578333010006,5.77158935961094,0.360938215772084,2.10767161473309
46,2.86967422506729,2.3650359909338,0.273515336406788,0.993177321416388
47,3.9906622682124,5.96038322131712,0.464372459770563,3.46738759637034
48,1.73419913384768,3.18184706594151,0.149644246045283,1.02922543104709
50,2.64379271485338,2.72817860336188,0,0
51,4.23849480078776,4.19981224747685,0,0
52,2.18424104199173,3.80499334842227,0,0
54,5.35812889716421,4.63750609498299,0,0
55,5.6478522539301,5.43831895557836,0,0
56,7.40707144338655,7.78869953047197,0,0
57,3.87772439153688,5.58641632318193,0,0
58,5.90551990059038,5.36048506765557,0,0
59,4.70641258974584,5.68485586040581,0,0
60,7.23893334464087,2.26106644200933,0,0
61,3.13098633067405,6.50777839301949,0,0
62,3.03514020429988,4.99569583496631,0,0
63,3.27983219649535,8.46336868334469,0,0
64,4.46622691802442,4.24278422733633,0,0
65,5.06850565361143,3.69362620018917,0,0
66,5.22320657122405,2.09627997596307,0,0
67,4.42479508594692,3.00959825959892,0,0
68,3.46150087302334,6.32956320512392,0,0
69,9.04428867350022,9.21852235051715,0,0
70,9.74458645205297,9.54976260741572,0,0
71,8.19549686341587,6.93814132783697,0,0
72,5.72823634718828,8.95975524892874,0,0
73,8.50585828186349,7.29773456750521,0,0
74,7.25674997148127,8.8123665006464,0,0
75,6.62048411068156,7.55850785775809,0,0
76,6.78722995260076,7.37359315115814,0,0
77,10.4122560391119,10.2668929878882,0,0
78,10.4460855721527,7.33293110273337,0,0
79,8.51110544802349,13.8970469921832,0,0
80,7.75511177727458,10.0548750163694,0,0
81,5.85083136340398,9.63335939507815,0,0
82,6.52270260850116,6.06492562297515,0,0
83,5.33635949112311,6.45702210720555,0,0
84,6.47788250288779,5.91578220662057,0,0
85,3.68133745989557,4.21548165321077,0,0
86,4.19442312761529,7.90964797387905,0,0
88,4.09289673035663,3.5635302742813,0,0
89,2.39291803780588,6.24291153076976,0,0
90,2.53943537038495,3.83826731611336,0,0
91,3.71661972646745,3.38305444597026,0,0
92,3.59241475600528,6.17786558418017,0,0
93,4.69179593817,5.70521087599034,0,0
94,4.5575161727408,4.65834052911756,0,0
95,3.87449212439297,8.51019582892372,0,0
96,3.9276359913512,4.66000591862537,0,0
98,6.78963648691883,8.52764429669717,0,0
99,6.90937496454618,22.9055565317492,0,0
