patient,Q13813.2_N,Q13813.2_C,Q13813.3_N,Q13813.3_C
1,3.56669349432483,2.5638364978886,1.10135540956403,0.990848353880162
2,3.6118831998065,1.89132321922926,0.726760205819159,0.574813778242859
3,5.09386647441701,2.59621834173107,2.44554213286605,1.46261323459297
4,3.97235272672203,1.43529879763389,1.37823604807401,0.565272041659185
5,8.07619761599843,3.09433445407295,3.82222351148743,2.32578225253467
6,4.01415351297531,3.54260116172324,4.23253882097057,2.1697774770797
7,4.24916179961352,1.58215635078717,2.57929020216645,1.54283311762897
8,10.6733305985616,3.2022079467919,5.31205034870584,3.01585433552057
9,4.60921138274677,1.77291540850114,6.29507641056818,2.01953831709545
10,2.95241497850293,1.99521721692917,3.88027017144586,3.04808171212529
11,1.752884231055,1.2226397781853,2.59749883402145,2.08551337307752
12,3.18589215392382,1.61720707257443,5.29052456223319,3.33130682521395
13,1.90047354384943,1.08150494648208,1.33119534846891,0.712203481861065
14,4.66228838861648,1.16877456599902,1.44714426307395,0.720020135518829
15,4.81047968828791,0.814167656190323,2.64761145235914,0.868875917693239
16,4.04621040723845,1.25855475624913,1.26206717118585,0.827456702978473
17,2.14691318556408,0.921074879227053,5.06763004325862,2.14771132718741
18,2.99832338732594,0.602671213412901,4.74671116257588,1.6567124495223
19,1.46366865586814,0.943062659846547,2.87640207811584,2.04708236994101
20,2.28557118499574,0.570598891730605,4.35454948210211,1.59986561634402
21,1.42874256856542,0.632929301970126,4.09397697858728,2.28422402459728
22,1.80518023057672,1.81941140628389,4.26332913509714,3.13246568142605
23,1.31697585794987,0.680824402989442,5.00338768952372,2.57533786797868
24,1.19956005218786,0.43991338742603,3.88935127989249,1.75204484041883
25,5.96505386954955,1.60257439603737,4.9668011570591,2.12977337707192
26,3.8051519858434,1.06001223921317,3.47033081291046,1.88148985059848
27,2.3417757783556,1.8974317550007,1.85914205465847,1.92605906525696
28,2.93214107190619,1.19247106617502,3.33340150130706,1.53774418137288
29,2.25667295767053,0.958260312752764,0,0
30,1.87488204367754,0.705476543542734,0,0
31,1.53375235912645,0.363282724454031,0,0
32,1.25158398490159,0.487406477487193,0,0
33,0.745638472465487,0.529182584230923,0.93565954995558,1.02803751587163
34,2.15292814225361,0.284707185774639,1.53869027094345,0.572654548109805
35,1.45374137463395,0.42160513407531,1.37888068995452,0.698795987164769
36,0.557549177803215,0.72862679115696,0.449650925524017,0.942527453358701
37,3.5975457836713,1.72385305905937,0,0
38,2.70777367947599,1.09848229253186,0,0
39,2.65126037300965,1.18350230484158,0,0
40,1.65329926628345,1.21669596163195,0,0
41,1.56277103351918,0.823289440731807,3.12772799199378,2.04443565340469
42,1.50432665058589,0.589805185390222,1.98321896062001,1.46561009462371
43,1.27362028286343,0.892041335495011,2.27312311817802,3.04084421425532
44,0.886139560019508,1.14147455415398,1.38946277600186,2.00233938562442
45,4.31021792122397,1.72102225994182,1.19651256599091,0.531555333292445
46,1.93961498845594,0.808027176626642,0.991715457088804,0.43593019470563
47,5.65740160778988,3.56040509750241,1.49287840687674,0.744971952387467
48,1.74166837013577,1.5057167716066,0.721925259835536,0.7090125070178
49,1.1181260846483,0.948780243963457,0.34925813003204,0.814613699267582
50,2.22787486197112,1.37769754756013,0.68229618570743,0.61653974978551
51,3.43937076235212,1.96634887512952,1.5651977915978,1.33931644232028
52,1.62196547039831,1.42840795386892,1.10789348676461,1.54897165819208
