patient,Q13813.2_N,Q13813.2_C,Q13813.3_N,Q13813.3_C
53,1.57262646785358,0.644890123134897,1.54163232429192,0.626201670912633
54,1.46808725211907,0.963749489602653,1.33497864528698,0.519275438333583
55,1.09476172438051,0.859498064179699,1.04629664318897,0.488231492582047
56,1.42276642741535,0.701868915202708,1.24564476247565,0.810151918177731
57,6.09525887375991,2.1220794286571,1.73710261627487,1.03448922752789
58,7.1657329561124,2.14595733629835,1.46700915383542,0.989898552606895
59,3.96321174043804,2.35292581588115,1.01003410441048,0.881053051839666
60,4.42039868290789,3.75378748158443,1.04887176453045,0.411340558273326
61,1.07872023931149,1.14744873356164,4.10147349853356,2.63349368589165
62,1.57860172781587,1.19833920442007,4.11922231971751,2.58359041142436
63,1.52199409894484,0.872379465635753,4.32534962441768,3.67417226554394
64,1.34495018430581,0.403078029603354,4.23950864952742,2.43625745868279
65,2.05381712270299,0.509381524025408,5.05746911992366,2.74998663129825
66,2.83057567640703,0.703919546225232,6.61370131733494,3.97491983834633
67,1.8402114617608,0.526990264863176,6.30989518641324,3.7195103005697
68,1.93449077796123,0.945777627879068,6.06451590092981,2.90839631550639
69,5.10104750467255,2.23502288889887,3.05219165032913,1.84614289697779
70,5.24964778243304,2.92550084892816,3.36138614583614,2.34717124211869
71,5.9940055444708,2.65815969608566,2.77345926737892,2.23586859151323
72,2.46245373600866,3.61280283795082,1.57054761330205,2.32226905666187
73,1.84709816187639,1.55272811042044,2.94056239488275,1.99565235082865
74,3.09896954445324,1.20387449397109,5.09652436573249,2.04168285059735
75,1.2275255450009,1.35548908428663,1.59190427541891,1.69282588848115
76,2.48300113225046,1.41882720722968,3.96374757590401,1.68688135889223
77,1.49994954683129,0.566741271188263,4.32364096282817,2.14553891570996
78,2.0387050243085,0.583076518433603,5.54094174255697,1.90177203556531
79,2.05475078615962,0.468529629243649,4.79827571738834,3.0235227662655
80,2.09726378405382,0.524918075633435,3.75415016749564,1.75001320265784
81,0.746126698335002,0.778064589837927,2.09151949387179,1.30501161426599
82,1.17488097597027,0.603180043593053,2.17835210066121,1.47340972587144
83,1.11554836740268,0.502805343272978,2.38456387973065,1.33096320532689
84,1.91127510572476,0.606827079104789,3.53710240645884,1.13948979002616
85,4.94168466926365,1.40727525657141,6.45320335231967,3.66350187263505
86,4.47322605064387,1.51665076304486,8.26478654134662,5.18374825903325
87,1.62415338525697,1.31122394651691,2.56314355997957,5.71111847024824
88,2.6833010853126,2.6936310922542,4.10306833359805,4.68480277931138
89,1.58370253927177,0.958292396273214,3.09165380297078,1.59632218670755
90,0.947692632812181,0.751669305176051,2.83482455692937,1.92578929082972
91,1.56466819663136,0.69164290772385,4.57004845392255,1.53425050071206
92,1.2696284706903,0.743555425380854,4.70111252751592,1.94061509316695
93,3.46983073071477,1.63839449109217,1.53607295986054,0.927070048046008
94,2.86361128709571,1.6426841826823,1.98049319259207,1.28741510768159
95,1.70423166581088,1.83252821643962,1.13471041011081,1.00483023672646
96,2.34615099885233,1.14513499684751,1.28095271666101,0.635159038908935
97,4.53323684890682,2.38691508946944,0.72917910404507,0.546168514643745
98,5.30173564636421,2.93314904045634,0.727144687041749,0.80320638030267
99,5.24419811429764,3.95444761074534,1.33447032707166,2.51876474372721
100,3.79920812265312,2.61806780529179,1.11969443172531,0.932096260961798
