patient,Q16891.2_N,Q16891.2_C,Q16891.4_N,Q16891.4_C
1,0.816386409775156,1.57631095108592,0.358721507304926,1.18853500966444
2,1.03488527981001,1.26409583636573,0.795541295906107,1.06247932157348
3,0.85876106025204,1.39065193243191,0.649340902363,0.794079439984676
4,0.911839736469146,1.15311985291301,0.451487105368555,0.927638567224476
5,0.879969752493965,3.01807579326993,0.534027140087746,2.43362922150801
6,0.812981706075677,0.972231916935695,0.534748154950175,0.95517010735866
7,0.865420411249746,0.942522467498473,0.653525150494847,1.00133773197746
8,1.00900881249455,2.1132681848588,0.796521896858597,1.65234159779614
9,0,0,2.4583318582524,3.58518069640947
10,0,0,2.13209252999952,3.02570398965042
11,0,0,2.44367125825806,2.99702590720662
12,0,0,2.47573282293651,3.70381503499509
13,0.700533973199953,1.23945994356106,1.7453247703064,2.02717156922641
14,1.20537690734889,2.06695787357002,2.60456900308872,3.29721699937995
15,1.62354889403336,1.9194731239122,2.25669595666439,3.1332487171985
16,0.82447574308454,1.23300495108062,1.22827889848664,1.85656575178034
17,1.75341415485366,1.18247593165321,2.50640898962345,2.38986070706355
18,0.821211284816831,1.20776981200622,1.71924813538714,2.3153012722026
19,1.12188574111164,0.769278857835748,1.27294770741369,1.47886964578562
20,1.05043206250575,1.49943500425811,2.14437163957937,2.79736114848041
21,0.734091918734303,1.45119263875999,1.61354603964903,2.85820855081145
22,0.658821304315316,1.47127154688964,1.82128760379387,2.99129805837387
23,1.11677875374418,0.887760443011528,2.85350301289449,2.35065135944305
24,0.722946255382599,1.38988269343268,2.21639170768724,2.99511557752722
25,1.72753736494818,2.71989289381888,0,0
26,1.32039366545329,2.08393997752128,0,0
27,1.12059821753121,3.17750836312032,0,0
28,1.61601412140826,2.94212305361539,0,0
29,0.681301461914515,1.56707728603875,0.795344092214681,1.21443226008033
30,0.918500173129178,0.79243865651758,0.992343049453962,1.27140765168028
31,1.02583439460541,1.94739220507885,0.620487801205386,1.37974936097967
32,0.803372204257217,1.54619614655532,0.842622185581292,1.24023400002259
33,0.52232841174775,1.00301700669378,0.428803935351281,0.990337046074455
34,0.594403484610704,0.722294462415527,0.701865222989839,1.33902325224427
35,0.493315184319252,1.0576690260385,0.656128215654911,1.10690404170225
36,0.319851391602344,0.906075649361048,0.341121034223571,1.02251521866514
37,1.38675339414884,2.32848231874788,0.949819176056608,1.58862116947929
38,1.04699844728002,2.13212942531643,0.527327606951172,1.17123696132076
39,1.19631124766547,2.00213434220354,0.778671144544069,1.10787534482097
40,1.14738506097657,2.43293788417802,0.847201152251319,0.843192335994253
41,2.83605318840822,2.36241833963148,1.3257840265515,1.04799443025396
42,1.74063382861344,4.11445879489049,0.991130655471636,1.84953057335359
