patient,Q16891.2_N,Q16891.2_C,Q16891.4_N,Q16891.4_C
43,1.20182288775357,4.39150628706227,0.483278116878383,1.88923584095876
44,1.01866437581846,3.17415650625748,0.398339489707722,1.10938362369701
49,0.444055814512374,0.640670294843616,0,0
50,0.274194549723881,0.51508263531815,0,0
51,0.440377904502511,1.15279397996325,0,0
52,0.341515423089825,1.43097034541112,0,0
53,1.01627418954134,1.04994000518017,0.825785186475995,1.15882067234431
54,1.17599361464825,1.77711527991416,0.91851338274388,1.19869268444606
55,0.981470850974982,1.7511404301655,0.98113179564945,1.53343739456385
56,0.75311523762706,1.16892109756162,0.613207372280906,1.29718626836675
57,2.2202794035314,5.3043091820446,0.946065323352916,2.16565769025584
58,2.73727868190687,4.1507058488446,0.93979939759635,1.31751775235179
59,2.23381245207593,3.69116891866509,0.857812194531977,1.39646311520224
60,1.84854435071312,2.99053748878672,1.10474798784589,1.72575060223797
61,0,0,1.03195282354245,1.85091066441131
62,0,0,0.570730712975314,2.6525635569733
63,0,0,0.770994632211736,1.90079426100826
64,0,0,0.574485661460997,1.28343424012359
65,1.69790463383705,3.83519221673693,0.836465165086385,1.88095416557359
66,2.06009095134492,4.074769706186,0.720008994490874,1.77484165948357
67,2.16273056358831,2.8362571593289,1.11335681894839,1.5250571524941
68,1.99555967985837,2.61528378917897,0.813465502379792,1.09551774538095
69,0.99687382844151,1.00406039497394,0,0
70,0.939939109192275,1.02420515425268,0,0
71,1.05204440735769,1.6357526394079,0,0
72,0.737123438425909,1.35125591070154,0,0
73,2.35975538323242,2.97461728761363,1.17222924172787,1.16489646382441
74,1.09518234998505,2.26835931734889,0.887393029171104,1.4727683029778
75,1.04109552113312,3.79119025311058,0.929519258887338,1.57192357137734
76,1.54121540873592,4.23620648447155,0.964235465485183,1.53354925210079
77,4.43050822850903,4.84811082339501,1.16608439700704,1.54302376760563
78,2.79708296251667,5.67011137657167,0.841855331205986,1.88294660541373
79,2.25520354581165,2.81675470742649,0.845242352552817,1.045166015625
80,1.62646125214844,2.90155279950774,0.669051909110915,1.6122255996919
81,0.921752008474562,1.77431813822314,0.719532435085215,1.71195235120907
82,1.02661434005043,1.94477710209393,0.947938788257339,1.96368341215312
83,1.06241521550167,1.41538139847548,0.906968858748996,1.98400553225663
84,0.998226977930541,1.73353517444222,0.95999375390381,1.90849469081824
85,1.5380682708195,2.53810971119372,1.08665081569589,2.6084540270576
86,2.22098403877048,3.76565107613907,1.71788239140278,3.6251887298467
87,0.748124557775666,2.32053021903577,0.483588651738906,2.44074098258437
88,1.30772884393304,4.94263597400438,1.02297975108365,4.59315497816426
89,0.820195505863614,0.972836865035369,0,0
90,1.11305610643514,1.14521619638033,0,0
91,0.376323021908525,0.990896172644795,0,0
92,1.18687050078858,2.14377957182342,0,0
93,3.34009242529545,3.48537297847904,0,0
94,3.48669367416673,4.61076418511874,0,0
95,2.49618636473271,4.2527091981009,0,0
96,3.62813851615868,4.01654583195913,0,0
97,2.32115206206958,3.37412015856045,0,0
98,2.98344906342336,4.34016983111982,0,0
99,2.27979665279881,4.76388024404718,0,0
100,3.59821965818469,6.02642007520352,0,0
