patient,Q00059_N,Q00059_C,Q00059.2_N,Q00059.2_C
1,1.75866378968448,4.78819274068129,0,0
2,2.76804696189061,5.10234203284094,0,0
3,2.42806023125692,3.00153147597498,0,0
4,1.91781241167259,3.12784696555396,0,0
5,4.42247211273279,13.5200352915506,0.671241095577311,1.55381223572435
6,3.63064152309429,7.36872033152662,0.429884099653347,1.82375433316826
7,3.47782237446357,6.97979954343829,0.432791131766409,1.25611881452135
8,5.41964729802546,10.110672772024,0.727267532665422,1.14223743857377
9,2.61887522686373,7.9942189199159,1.34780787519885,2.85240264841119
10,1.87636398429841,3.94158840477227,1.06771236437639,2.84976553880528
11,1.69816349788548,4.79365501008566,1.07817582109251,3.10978289922214
12,2.13125676347135,5.72864363123451,1.46664607075422,3.12279367212548
13,2.09030808087678,5.09814558082699,0.508999336890966,1.32819555401181
14,3.53487475399834,5.10555796219301,0.758671729451514,1.69507641542202
15,3.6888558845008,15.4834876511011,0.763017461871231,1.26889860747103
16,2.98595662266183,5.16387089264946,0.765492279516246,1.64127774795541
17,3.96953735031871,3.35552651099918,0,0
18,2.34619397124385,4.75356344024105,0,0
19,1.99876870948956,3.07719260458437,0,0
20,2.91588318906925,6.0700843272167,0,0
21,5.32217639467973,18.3691704730503,0.611794391814123,1.73199220874492
22,5.73049231973944,10.2089010915557,0.688893667075623,1.55790951519674
23,6.49983648859626,8.84895297342471,0.828390018086842,1.63689083389196
24,5.69717801739331,16.5314154412503,0.757971491089384,1.54742420601293
25,3.94179493414036,8.40407204023925,0,0
26,3.64449756437743,5.85313759833599,0,0
27,2.95160368701561,6.35546043302306,0,0
28,3.19099466153844,12.6203431069291,0,0
29,2.56754962240992,4.81920273867744,0,0
30,2.7825519798373,6.34884270826161,0,0
31,2.20550945849278,6.24255865022305,0,0
32,2.15247516025587,6.82985227488345,0,0
33,1.84135373774684,7.23233289997036,0,0
34,3.172785280748,6.36309663528841,0,0
35,2.68224248985055,7.26878651766536,0,0
36,1.32846164319621,4.16771706855986,0,0
37,2.19413758544215,6.75754225875293,0.676105808208104,1.50196177728427
38,1.35851140360957,3.83062516738254,0.350204540544559,1.17968207360672
39,2.31597326746695,7.59122963265667,0.519953446990199,1.13965670639779
41,1.22013061898283,1.94607154395847,0.676238990758141,0.704345087702161
42,0.622999148587348,3.90853989768553,1.39245751208994,0.65346894085298
43,0.5628635847324,3.94108021990186,0.476393823598449,0.72123965411918
44,0.491364998887526,4.47629939451278,0.254526527880846,0.562530161058229
45,2.58254793228347,4.73959331498991,0.351950675497207,1.05520636659786
46,1.87789932076677,8.34546904627299,0.324179963021297,1.54969380068675
47,3.15783116729423,7.37804780073968,0.551682139677757,1.2196857788517
48,1.39620089115885,4.50902441505379,0.236400543919547,1.08261267254282
50,2.15302995372304,3.6002839056488,0,0
51,2.76248355568742,5.81357387379042,0,0
52,1.91544779976262,4.7950387685202,0,0
53,2.77873683545023,4.38504283218043,2.24016868017429,3.79763489101624
54,2.24950332011727,3.00874714694171,1.63789390426689,3.44677500434616
55,2.31389083636631,3.46038857001807,1.41487715533123,5.8936767018554
56,2.07172643165546,2.4194065686299,1.95073912978457,4.7571229792103
57,4.52931281813595,6.46742639176679,0.911066316346764,2.44629944459607
58,3.95455228791331,6.77765048593717,0.872967382761762,2.01044382988658
59,3.22713404459587,6.90412153843562,0.838906554687063,1.56056993847479
60,5.05842325192174,9.76651720775813,0.88743287636097,1.90889599905295
61,1.6910147020876,3.52074636700179,1.56995274924001,2.989812413451
62,1.30550188118632,8.92942733026086,1.06583416311166,4.26658745374944
63,1.65874740482789,6.57539121795828,1.36339078290687,3.9482431185567
64,1.72811763891837,3.74374318692632,1.33311846234757,3.46440379777547
65,1.66870020969325,3.19417604747043,0,0
66,1.54911563833279,2.95603446547895,0,0
67,1.60492157235552,2.87926959239827,0,0
68,1.3209607354787,1.65485394944802,0,0
69,2.83177058956472,6.30593434208113,0,0
70,3.30912949252667,3.38759249268755,0,0
71,2.20101984447079,2.99292694428244,0,0
72,1.55534826323937,4.30539595521009,0,0
73,3.10864836735262,4.42111549705394,0.978071602528076,1.42402461028781
74,2.78251110475,4.27152271406178,0.82903935082478,1.68828447757368
75,1.73033814628068,6.33608540517594,0.399636663018507,1.43848907031088
76,2.73471495371552,5.26785459010752,0.745851450882953,1.38502874158212
77,3.93802656400583,7.24324219743027,0,0
78,4.30462259531865,7.35206354856969,0,0
79,3.82584822064562,4.74181932595629,0,0
80,3.1318884123033,5.56786149675324,0,0
81,3.59560423112966,10.1658437828046,0,0
82,3.36418701075457,7.507882011669,0,0
83,2.74103808053822,6.37885884997784,0,0
84,2.75668116385265,9.4987744479468,0,0
85,1.56556711338436,3.79937449159042,0,0
86,2.06508549893194,6.14931304857138,0,0
87,0.543215168408946,3.6067705211573,0,0
88,1.12138813627588,6.7674911213295,0,0
89,1.21534385674534,3.9405979736343,0,0
90,1.49484589346045,3.3978116957786,0,0
91,1.81627007168402,3.82376533244535,0,0
92,2.06606926949599,5.89851961136498,0,0
93,3.28112305140455,3.54161151854908,0,0
94,2.28615493320106,3.59440432168862,0,0
95,1.77347434136476,3.38689216141459,0,0
96,2.87854882755503,4.23408426874681,0,0
97,1.39226065772346,3.99248287809165,0,0
98,1.84183663369308,3.83449569703359,0,0
99,2.01934415786774,4.14090732753775,0,0
100,2.36124737954722,4.83651928190962,0,0
