patient,Q96B97_N,Q96B97_C,Q96B97.2_N,Q96B97.2_C
1,0,0,1.33725851426138,3.44999439566639
2,0,0,1.89148470828551,1.57340204506454
3,0,0,2.07300190526724,1.89441927921635
4,0,0,1.54948450353352,2.65417602937764
5,0,0,1.73169416304629,1.51805046773007
6,0,0,1.9279283541577,5.19457957573372
7,0,0,1.34374917040935,1.241433034716
8,0,0,1.98077093229756,2.84765379553764
9,2.05293478389889,2.86004091336082,0,0
10,1.80664050628421,2.44648259163966,0,0
11,1.53278087729608,2.77217498519168,0,0
12,2.174039155318,3.01228673617714,0,0
13,2.43196485788232,4.07472285690978,0.75597860328363,1.06067673910089
14,2.90651931860575,4.15135511420733,0.976606915636157,1.24429812099275
15,4.03232961282918,3.66572730733674,0.912149925259738,1.08559921924222
16,2.87914440236259,3.72223776412986,0.837162587866135,0.744489604308992
17,4.09710386854258,3.71701455940689,0,0
18,2.88378974445189,2.82142188989553,0,0
19,1.88312597236968,3.56659484197791,0,0
20,2.66824430090613,5.18668532811623,0,0
21,2.78120780001053,3.61671935328707,1.5741849465722,2.50374962350681
22,2.93649071594041,4.31093843717055,2.36868933503953,3.23959429935599
23,3.53516948695691,3.28229391595519,1.98300945966406,2.21235089463855
24,3.20588879404122,3.04799863672319,1.64970398643978,2.12415245113896
25,1.18035331172685,1.09864426895513,1.08958523847264,1.03459123331098
26,1.00104228481003,1.18259003971333,1.42462151232498,1.10563108374484
27,0.750754705497482,1.14484715692092,1.10155865796907,1.27688024548355
28,0.9752438337822,1.15937828091478,0.990790302586925,1.20370257473226
29,1.79942440892198,2.12181551036653,1.97834387205343,2.8443225922322
30,1.92402934378157,3.34315434691605,1.89543972679874,2.16578014822772
31,1.76779697381812,2.03459135411518,2.12628530841468,2.02162766003365
32,1.53057131658452,2.10971211507575,2.04088005370884,2.81439997870601
33,0,0,1.03058146223172,3.08186366614548
34,0,0,1.36930855784233,2.03875599527366
35,0,0,2.07345432229697,2.21576965650743
36,0,0,0.638904627135081,1.77851994544494
41,1.1144578313253,1.1360918125055,0.77851998631238,1.03763299671338
42,0.927540453785947,1.09818287749538,0.738467782366844,1.01812018048559
43,0.779752220561076,0.854778603464955,0.568046569739219,1.02274373114968
44,0.497055008354586,1.49292058745933,0.343670669499686,1.4713634301812
45,1.58369539687042,1.57878540514374,1.0833979353961,0.913227151868319
46,0.83434974549504,1.82635182144364,0.937648797024679,2.09458017379906
47,2.00133691357226,2.6325129838077,1.13793492793714,1.48149168113615
48,1.26758311513088,3.64898574099075,0.719891881620564,1.38522887030614
49,0.440120097373282,1.01208932653806,0.444990560379356,1.63661687216459
50,0.598403824673204,0.845456965565317,0.420620639962,0.885951670752473
51,0.802289424789569,0.802004001416139,1.15572757536601,0.840279203448984
52,0.819648105914027,1.16879773637309,0.761505669810523,1.1236892211206
53,2.32050420031833,1.40989406020664,2.98005191110185,1.50548762083127
54,1.69676854468366,1.89073891723398,1.47328466109488,1.77151466979906
55,1.67456698315633,1.82282210243514,1.40519331244177,1.89057647253857
56,1.49661046198781,1.98224813984953,1.58023619696932,2.15870669761719
57,0.890693407387466,1.15382762578104,0.804013800384601,1.05658251951284
58,0.894696014395217,1.01613794471443,1.32578899739829,1.21165145859256
59,0.985324955014948,1.17355729041216,1.68553536191446,1.74061749808328
60,0.843487439606682,0.780186032672608,0.887114613576663,0.752816950089866
61,0.927984358836153,1.12646510366623,0.203740694380394,1.00433493642532
62,0.811884204500183,1.68857947298116,0.540297121022465,1.38976875947032
63,1.04169079909876,1.37846460818416,0.882172738652085,1.00447328546018
64,0.770210144660678,1.07854060442117,0.791521180578431,1.08121747150669
65,3.06553507167988,3.22678290896129,2.53958950374467,4.0044261590822
66,3.51889851554775,4.32778845833917,2.94980930839984,3.88806824237038
67,3.73047297960565,3.988558152702,3.37689471169188,4.97138881486353
68,2.57684022962594,3.79127636463159,2.81590255198858,3.82927810482318
69,3.33666614937014,4.11248866178812,0,0
70,3.50845875628036,5.05383305774766,0,0
71,2.84128819023057,4.09284573619111,0,0
72,1.91233534777126,3.54001207544862,0,0
73,2.18968876689212,2.48950259143304,1.34175574023362,0.841664005218703
74,1.98268375668653,3.0893576691593,0.97215196754619,1.60977963210861
75,1.09823363500201,2.38143240453121,0.456591670460646,0.700273846007488
76,1.80460616532102,2.9135145306681,0.795577692762447,1.4978493235392
77,2.71676447707319,2.78019957106935,2.40141045014796,2.43300466715045
78,2.63908088589383,2.95440572050747,3.04612391840797,3.24118941180797
79,2.39727688005348,3.00970061464865,1.86108113202847,2.36535825682733
80,1.93273519029061,2.2570195363504,1.51684732705657,1.59858381922619
81,3.46244416245773,3.37739934163265,0,0
82,3.10588221014833,4.23722592376874,0,0
83,3.11630984299214,5.23122183910365,0,0
84,3.32927412254209,2.81610984214573,0,0
85,0.783222227438461,1.3482543855531,0,0
86,1.04763078415724,1.66288358918987,0,0
87,0.293032799712064,1.15391296183278,0,0
88,0.648306808757022,1.27533527377431,0,0
89,2.6118909392509,4.58796701862191,0.594224195763984,0.921089831645529
90,3.13516533893145,3.73390400595527,0.740579976360093,1.17586972494649
91,3.24432820285148,3.85166114576936,0.7880634443983,1.21427259368112
92,3.41103877850178,5.70433699090167,0.937585854390953,1.1080048238188
93,1.0664331052675,0.890223394608853,0.802616013953365,1.28839291978025
94,0.933018712389745,1.14860275327673,0.768915541987097,0.863678917791749
95,0.786575715110049,0.919549089110543,0.95333315593272,0.814319616234091
96,1.00220097271453,1.13491055972302,1.05901876495306,1.72426622671315
97,0,0,0.593609030812817,0.689742238230148
98,0,0,0.832055871565678,1.17094561453598
99,0,0,0.918637764551717,1.52953535531007
100,0,0,0.89843995929692,0.768051010622332
