patient,P13473_N,P13473_C,P13473.2_N,P13473.2_C,P13473.3_N,P13473.3_C
1,0.396364875445872,0.772520759021354,0,0,0,0
2,1.26046651006776,1.04113621204652,0,0,0,0
3,0.768895784396176,0.894025075157807,0,0,0,0
4,0.68183839379791,1.26768262622162,0,0,0,0
5,0,0,0.640565566282471,1.1355251891534,0,0
6,0,0,0.577056071741951,1.34133130466244,0,0
7,0,0,0.651677632311889,1.34334724331,0,0
8,0,0,0.780553406989365,1.46306216836483,0,0
9,1.90374741407043,4.56913702386496,2.31542586105924,4.50680757721228,0,0
10,1.7700909051238,2.73760501581142,2.34627390938994,4.29802551502326,0,0
11,3.30670471402899,3.95207844822921,2.29502396171316,4.30133198692948,0,0
12,2.86579362533126,5.55756156478429,2.62542354028059,4.82325983175891,0,0
13,2.27362028158582,0.822926733292054,2.59790341838968,2.88901328478783,0,0
14,0.991936090551887,1.33252703883523,2.87750023167783,4.46872224686466,0,0
15,0.852730213475149,2.26059997569543,2.97844690746569,2.06590388246025,0,0
16,0.972043956552686,1.28505066345692,2.64365211093548,3.21924617429716,0,0
17,2.63970004541397,2.42783364089288,5.38483936395809,6.87914363018367,0,0
18,1.87127591170818,2.49035938229385,3.39777679992168,15.8494898262032,0,0
19,1.27047199693872,1.99932877797907,3.29773235291879,5.03303233669093,0,0
20,2.11914059101996,2.415089211029,4.68972116237142,7.20677025769834,0,0
21,0,0,2.6319467610157,2.70190098415338,0,0
22,0,0,2.68263239280255,5.01051880141484,0,0
23,0,0,3.3059509132283,3.58837841278338,0,0
24,0,0,2.75882193641782,3.5644448136731,0,0
25,1.39719855229038,2.7114435114247,0.52818384367065,2.05396740730863,0,0
26,2.24693921593129,2.49344042349601,0.905175048200068,1.53444846343184,0,0
27,1.1318133810087,2.80764205003733,0.62385889464882,1.19865928802805,0,0
28,1.74841171021309,2.35685991513858,0.706532428783358,1.29124508970491,0,0
29,2.23170637555433,3.08392424885408,0.680217332094894,1.02080438016356,0,0
30,3.20591750750137,3.64199168152059,0.996431339958517,0.817614235531563,0,0
31,1.70752556533964,3.69193083423779,0.693862044402232,1.23928878211619,0,0
32,1.5615270533798,4.97496754971153,0.921133311451139,1.35099971366916,0,0
33,1.48286682847663,4.13801846326409,3.27672518639874,3.29025602837643,0,0
34,1.99965681025692,4.45472130077008,2.48096478146572,4.88262162995965,0,0
35,2.3982763636083,3.54647476005529,2.63878868181558,2.25249729980193,0,0
37,0.585851616547969,1.23208646285783,1.46956801169075,2.91485708260677,0,0
38,0.583920649768006,1.45942191392611,1.16549261767694,3.15467920476563,0,0
39,0.446988247497152,0.645091084212378,1.11006469621723,1.92854582429991,0,0
40,0.648202858016059,1.07069098048658,1.03507843045782,2.40342022788665,0,0
41,0,0,3.0401985836199,2.58028269357336,0,0
42,0,0,2.95919210970563,3.83865864312015,0,0
43,0,0,2.3000245201507,2.65076797758807,0,0
44,0,0,3.03021485789576,2.22169997565088,0,0
45,0.833889961698131,1.62504749069261,1.84721994611738,2.20099662093016,0,0
46,0.913121926171228,1.99161330795385,1.16588634967391,1.70634297589949,0,0
47,1.06436240416902,3.40194327596356,2.06468941503423,4.29061358826368,0,0
48,0.640177586451,1.71071412539499,0.938242846824501,2.66592666894643,0,0
49,1.02963001297727,1.8383447539663,0.486886518046149,0.608126441817865,0,0
50,0.871741438312663,2.26289671323042,0.608965797572731,0.80583431434137,0,0
51,1.70057249867484,1.59055422206436,1.01890398086902,2.06539056437436,0,0
52,1.27574919488311,4.77956797816696,0.54878557363895,3.46062682454297,0,0
53,1.25322543054295,0.893517092700955,2.07319693377072,2.51478365027214,0,0
54,0.962568358318281,1.25912900889803,2.2008295411542,1.52538915564249,0,0
55,0.928070817969186,1.27590332864432,1.637808789376,2.67961482059519,0,0
56,1.34128176528854,1.24813341213095,1.97252157209209,3.00069912027174,0,0
57,1.03991813928773,5.77521552560316,2.02248809048156,3.21968217239442,0,0
58,1.081173938029,3.38538856197965,1.78595873819059,3.19853743815885,0,0
59,1.20581938649964,1.92934966904134,1.83069206570295,2.90658030252441,0,0
60,1.58048569164683,2.20362125363386,1.87866619994752,2.34870418367784,0,0
61,0.436463547396736,0.786971489573313,0.881530311608601,1.24181491004425,0,0
62,0.327087497383968,0.946479349188886,0.665149673822497,1.22050969517099,0,0
63,0.357535227628368,1.11102151002156,0.947140853146197,1.91919308482058,0,0
64,0.509512755675109,2.69114312430039,1.13145548371276,1.63932593588962,0,0
65,0,0,1.43849435163357,0.881452284474701,0.712629422559857,4.18740984166275
66,0,0,1.22547579566339,1.2941957663351,0.451369553156075,1.15750928257437
67,0,0,1.47612584944002,0.913659990919884,0.405807690666211,1.44569160513849
68,0,0,0.784610659668017,1.29428074068499,0.464109939823311,0.25355127822116
69,1.62438306613343,1.62991820204044,3.60281506415207,2.91491456848472,0,0
70,2.2181104629563,3.38106051127912,3.18213833883489,2.76727694749956,0,0
71,1.89761646920587,2.49904207083122,3.35594635779863,3.57621056465302,0,0
72,0.902498364543059,2.10380615446328,2.13463670798381,3.92575761587787,0,0
73,0,0,1.25155648672343,1.44401476990743,0,0
74,0,0,1.02587334135723,1.68717217194906,0,0
75,0,0,1.00229201028247,1.3126680931366,0,0
76,0,0,1.06128248562386,1.40434478966998,0,0
77,2.62698249714084,1.95381323887264,0.902382792054036,1.05555070910496,0,0
78,2.32418683788004,2.8106497077262,1.01428179756237,1.11133820193913,0,0
79,2.2382865839676,2.25051824600117,0.910501981505945,1.14131003713766,0,0
80,0.897051210091625,4.60848352740586,0.828824057226889,1.27076842551282,0,0
81,1.19797077385369,1.15471049364122,2.07129823845707,3.16837055972682,0,0
82,0.955931555862495,1.32040320032914,2.45792919799822,2.36427152106156,0,0
83,0.846487058356782,1.58720456098332,1.88028199965923,3.17029964046309,0,0
84,0.563415153808289,1.97767998177958,2.05015149213417,2.69028448430002,0,0
85,0.694546088033758,1.24860051875653,0.925791603439555,1.93081942336874,0,0
86,0.786156168944292,1.57093414889087,1.08680829539707,1.681239251391,0,0
88,0.718111571367736,1.0148813441214,0.614714213454729,1.37651492159838,0,0
89,1.31243649254658,2.63032891589945,0.615901145268234,0.974035563592526,0.313772161942021,1.7638247048943
90,1.23779939609213,4.04249959764438,0.794704641350211,1.86088004822182,0.263147343943211,4.68482669266382
91,1.69015460637821,1.8978459835503,0.81000904159132,0.761889692585895,0.316319123524472,1.53428585898231
92,1.7968223458266,3.10578344103739,0.838137432188065,1.343031946956,0.369060430725599,5.8848106554575
93,0,0,2.10736647801059,2.08661966127937,0.31255708092834,0.200468220328767
94,0,0,2.0661064016899,2.67904260704103,0.350958863155255,0.330528833403253
95,0,0,2.11370782491593,2.95924279953783,0.248910459492432,0.376659867586712
96,0,0,1.98880365657426,1.79155395118122,0.344889358234361,0.584301358369378
97,0,0,0.797231200768105,1.04693587223711,0,0
98,0,0,1.09894888177308,1.46061951128783,0,0
99,0,0,0.83408066113376,1.66726151278584,0,0
100,0,0,1.03641212279635,1.63186230401496,0,0
