patient,P07602_N,P07602_C,P07602.2_N,P07602.2_C,P07602.3_N,P07602.3_C
33,20.4537617614049,55.1005442511865,0,0,0.290157380127012,1.67520768182409
34,23.258736250991,36.8302562243264,0,0,0.349490762470806,0.67318882787715
35,22.1876857803806,43.2205157454781,0,0,0.643375388078017,0.835059067029344
38,17.5130913289737,36.0091536962166,4.66125212862929,8.65565579572488,0.981868815773845,3.7271421449973
41,56.6544976833106,72.93943868236,4.3003479522328,4.61660604658984,6.82969473665521,13.893417257308
42,31.214520176285,58.9386685587725,5.11854028256664,5.41617609957112,5.37494498932201,11.6580960206865
43,25.0537097663784,44.1926582944643,2.7612900512993,4.546873685981,4.55686875836924,7.29885092001719
44,24.1918398583534,47.2573249265308,3.51078021192498,4.88617441762676,4.60886366096467,10.7530623863845
45,8.9068997693993,22.6798830302612,0,0,0.933948180820407,2.24600462861149
46,8.37831841973948,26.5415729967212,0,0,0.744346431953313,2.43395101720962
47,12.2277491392455,44.4347518813546,0,0,1.55881308908755,5.08711827832349
48,8.32105264832468,17.4695009858155,0,0,0.607028638770608,2.49962599147295
51,37.3640628925037,48.1682219465778,0,0,0.93842018016446,1.29411411869915
52,22.5482718152239,60.3420774799762,0,0,0.60710079176391,1.06424084454817
53,28.5579609259491,45.5697325470514,0,0,1.86498710924159,2.40236275308734
54,30.9485551543878,37.2751278583751,0,0,1.25329456948653,1.74099569607466
55,34.1129940368768,67.9594086338262,0,0,1.33090237057345,5.7523608305957
56,25.8812470197499,44.1626457280755,0,0,1.62778287630489,2.13709857240442
57,28.9938487969178,76.093485895343,2.85093600061104,6.2115138642603,7.13255397152229,22.5787715781662
58,40.6848592747162,51.7987458498254,3.25254727045181,5.10707357918485,7.19396941145824,16.4464851698858
59,33.3227272830094,51.8940643235999,3.28271479498531,4.53591920746727,8.61336413285866,14.1309874062173
60,65.423037133347,28.7910781383698,3.48434910014805,6.73463891585629,11.5832922777126,21.7981253737269
61,38.8797137132439,43.743129659747,0.999092890996859,1.69762583608304,7.93369264431527,18.8288659863838
62,21.749899909273,54.5468569413019,0.605813928001174,1.39809776881535,4.72640532612459,12.0540338424239
63,19.8389591332865,39.6160992884436,0.844236907196679,1.46972060031058,5.51097781647995,11.4161064680771
64,20.7067137935181,30.0987126781515,0.952423987469082,1.69607464596615,7.07195450815029,18.580772572875
65,33.230251585312,50.4710076665086,0,0,3.60843247318114,5.11934404467554
66,39.5499796599723,57.8378784203205,0,0,3.85068922940809,6.92821798264588
67,46.4081701898282,51.4959206675726,0,0,5.04828414879923,4.71072282160342
68,26.3391860868874,65.3751384439897,0,0,2.9508522424003,5.72601188922774
69,54.7844515267524,39.9115412156622,0,0,0.681798806479113,1.15196078431373
70,62.6224419566832,69.9994807815978,0,0,1.18188854489164,1.04680979943465
71,24.6894947438655,48.5319390711371,0,0,0.35117893839458,0.937828106070804
72,20.7206857725604,31.4960862752538,0,0,0.223021828868847,1.02594000987123
73,84.1743914344672,89.5860164235332,1.99837038434229,8.45708948347901,11.5853625469441,24.9513351296318
74,43.1522186681983,68.0972406257784,1.59702064561628,1.69829339791385,6.26005447511949,6.73432302364804
75,35.5647074656279,69.7538569408953,1.08216029977421,2.20098569024619,5.32743654163839,11.7277102423875
76,27.9932859925678,55.7368171155702,1.05935373568038,2.5460303705108,5.72272486572375,9.89221902808498
77,77.5034009035252,88.4092795006727,3.87063804465954,9.78267924322726,5.06663560504274,14.4968701591253
78,41.446038145873,68.2506281324638,4.36109729875251,8.24524729407843,5.07453711103242,12.9379278881827
79,34.9182998884094,65.0433990081245,3.61798721697794,5.55019787873882,4.32184096479835,7.19314063078287
80,30.7454951206867,71.1331561700727,3.33351309428623,4.39447466028849,3.30994844264457,4.58096901903424
81,97.7116742983437,79.2886795089914,2.18931214483944,1.9124785251751,3.83434252351113,9.48225920171026
82,76.1864348762619,90.7050784839282,2.26997819479318,2.38491806528346,4.01197416988289,5.06181362393333
83,50.1174741559179,109.100868761718,2.0884465442051,3.30005286110744,2.07299325739582,5.497392469879
84,47.6850805383705,71.4237672475147,2.85296682965508,3.61226377692612,2.09352281418445,9.82493739407168
85,19.5139132595158,40.3736974276091,0,0,1.99885961828718,3.49113136328723
86,39.7155895507863,54.2849258708854,0,0,2.80677560178579,3.62361404139395
89,13.8331198306608,44.6005519704034,0,0,3.20972756016952,5.05389923482904
90,16.1750390454012,29.5917705170062,0,0,2.92095180172738,7.57457754201141
91,16.869937252434,24.8471830254485,0,0,5.02304122727119,6.72448584497437
92,19.8454531840888,37.6417333038229,0,0,6.76341686110521,22.2018465386019
93,25.0628044843627,36.6829729806529,0,0,1.40917342287443,3.15741713441096
94,36.9219511355573,47.957717096853,0,0,2.02724549587387,3.6917481007594
95,24.0105652185339,33.6827652696709,0,0,0.740976782601449,2.07993223513005
96,37.8183209457744,60.9099281766486,0,0,1.58544161348643,2.62227700000596
97,21.1770100235742,35.7926711193976,0,0,0.370299055231756,1.05987063229514
98,31.0532066309107,43.5090598941468,0,0,0.743068720248407,2.14606501047168
99,24.3575964859721,42.2293499701785,0,0,0.44091501940957,0.73732419387942
100,36.8100013128576,56.0599185710568,0,0,0.646386112502676,1.61757079141168
