patient,Q99490_N,Q99490_C,Q99490.2_N,Q99490.2_C
5,0,0,1.79443660305605,2.23437667799377
6,0,0,2.23124549499683,2.92191806524919
7,0,0,1.70548238552419,1.31223738985905
8,0,0,2.1565294964291,2.27012846009127
9,0,0,0.733821514409578,1.12537118982906
10,0,0,0.96894808957973,1.02787124598486
11,0,0,1.04958557020598,1.51028324984838
12,0,0,1.10818751544284,1.22404366674903
13,0,0,0.797092602640622,1.40629710013866
14,0,0,1.0157728944354,1.43017875444625
15,0,0,1.44195002110086,1.02980496774582
16,0,0,0.813890396093326,0.878059625007536
17,0,0,1.04751895703073,1.18237594785154
18,0,0,0.724512438472795,0.876722096581083
19,0,0,0.769088732206997,0.885784222429161
20,0,0,0.875503525342557,0.906664892909405
21,0,0,0.954344168777677,1.15948161443491
22,0,0,1.16159994937092,1.24448222092915
23,0,0,1.08724727209441,1.40176111862148
24,0,0,0.896238505176296,1.06949544953528
25,0,0,0.920583197818573,1.00581837518318
26,0,0,1.85651923897384,1.01459231183028
27,0,0,1.43318761632113,1.12335450042973
28,0,0,1.06313029821492,1.17559621341874
33,0,0,1.16173866716808,0.873391936570614
34,0,0,0.874347764772247,0.69442329086949
35,0,0,1.0071217035679,0.955984894780551
36,0,0,1.55290744135759,1.00560961469155
37,0,0,2.30836819894787,3.74717369963318
38,0,0,2.29516926164331,3.64596421887673
39,0,0,2.57501970580219,2.61927752905154
40,0,0,1.78534753011501,4.33603405982311
41,0,0,1.06325690154609,1.09988482881374
42,0,0,1.24327295571144,1.02285101036541
43,0,0,0.889051757233099,0.848520224758315
44,0,0,1.05598890168569,1.06884968415175
49,0,0,0.807454750267298,1.66446464029326
50,0,0,0.621911753474874,1.04725446769513
51,0,0,1.57045688865129,1.4259966396823
52,0,0,0.595177180387964,1.13787803574156
53,1.03671683558803,1.53446032160309,1.19097757803517,0.858022267717419
54,0.434091667029159,1.2557781257703,0.969506338166419,0.849873447009003
55,0.72998136790059,1.67922158423594,1.11300025240486,0.899705878228679
56,0.603511462003567,0.975803645221628,1.14388829682811,1.15902557702555
57,0,0,0.925861855924873,0.926299944958045
58,0,0,1.08502858811768,0.951467598261123
59,0,0,1.42305359289172,1.46370600855959
60,0,0,0.997006391606663,0.691444907495816
61,0,0,1.51825184986291,1.89528536709111
62,0,0,1.65347008678745,1.8388457836462
63,0,0,1.98522522317437,2.1723003168748
64,0,0,1.84103263121194,2.31796915652
65,0,0,3.02230082549091,3.07237573018897
66,0,0,3.17672470624404,4.10212767004953
67,0,0,3.51679034352039,4.08647610758122
68,0,0,2.75032714033608,3.7438429204917
69,0,0,0.962750968650934,0.94416681343196
70,0,0,1.65809312747055,2.77202947047082
71,0,0,1.32179268913154,2.42626267073696
72,0,0,0.694002925521506,1.51735744197879
77,0,0,2.94880516111461,2.1567525424323
78,0,0,2.78397368759422,2.72981267652641
79,0,0,2.58569777103766,2.31065468829264
80,0,0,2.30183202108708,1.91351579514996
81,0.868511130935079,2.4118821854922,1.20617295609225,1.2380172222576
82,0.71211297322762,1.5605611073802,1.14101299904906,1.07687754891389
83,0.620040945402788,1.40672767548388,1.03103388449536,1.41223830052642
84,0.837267082301763,1.36514328385137,1.05490939757237,1.0265328621846
89,0,0,0.751347729974349,0.497927571896311
90,0,0,0.711468478238201,0.958108277199641
91,0,0,0.837294842651874,0.692767095576734
92,0,0,0.838431419574149,1.01200444203458
