patient,Q96MU6_N,Q96MU6_C,Q96MU6.2_N,Q96MU6.2_C
33,0.908553615039648,0.855187718769416,0.325736123212547,1.59792873250987
34,1.01750001537922,0.747240967783608,0.711960560709343,1.60950233201784
35,0.821539521521682,0.823827949580762,0.662824816770027,1.47471618574138
36,1.90817682412938,1.43102265666812,0.297392496540413,1.23802918866281
93,0,0,0.761134500884383,1.26123913205949
94,0,0,0.618958172442141,0.847477641314367
95,0,0,0.187049899105653,1.23714904960016
96,0,0,0.870439201813607,1.11183079644254
