patient,Q15646_N,Q15646_C,Q15646.3_N,Q15646.3_C
1,2.08111124025593,3.19660841700835,0,0
2,2.42272984113551,1.73068688298771,0,0
3,2.51631867619469,2.7916482494854,0,0
4,1.84866429641944,4.12546693873644,0,0
5,0.786020087247641,0.638882689121098,0.513763581987867,0.790670320256887
6,0.336352056632061,1.75284794787686,0.538910234895126,1.98519193872388
7,0.210584919910272,0.41046520803039,0.638847616232761,1.14003035752751
8,0.67706649532763,0.707846651561778,1.05099162913721,3.11834927187019
9,0.98790228934571,0.87444842462331,0,0
10,0.996291161422449,0.673281583188475,0,0
11,1.05302161260583,1.34920791312732,0,0
12,1.14893062993955,1.92743484900734,0,0
13,0.810821914105787,1.63888753750101,0.684158723757642,0.671363491895328
14,1.23188194275521,1.65245547176951,0.70670758589107,1.61134824971207
15,1.41153004135247,0.944670937052353,1.15458854649037,1.55542379079249
16,0.795939349712154,0.956450714884186,0.8086217443756,1.55055722824657
17,3.21794590792956,2.53942879328385,0,0
18,2.04427527175006,0.753284672500566,0,0
19,1.12639529453338,1.14457916934023,0,0
20,2.18700609245586,1.88613160971989,0,0
21,2.65751480729585,2.58918942893234,0,0
22,2.77343438830549,3.26734526877307,0,0
23,4.90714855457722,3.17606599676611,0,0
24,2.69648668593174,4.25041935424564,0,0
25,1.99853478311658,2.31433813181955,0,0
26,1.31423478977805,2.57545903923292,0,0
27,1.20402551380881,1.78357183751869,0,0
28,1.27842789694315,2.75650175296807,0,0
29,1.48575907186044,1.57063237327476,0,0
30,1.31028624034521,2.00275114897792,0,0
31,1.41327304975883,1.40506581075365,0,0
32,0.877737375460746,1.04332171026207,0,0
37,2.21179596065359,2.50355899696107,0,0
38,1.68654866151903,4.80867580637464,0,0
39,1.98679514901553,2.81864415771467,0,0
40,1.41450786414317,4.35848404045545,0,0
41,4.34410895050588,2.69193897602719,0,0
42,1.02778189067135,2.83583596746683,0,0
43,1.54792765792192,0.978647483291893,0,0
44,0.643195823755466,1.64989520826043,0,0
45,1.7501911717034,1.87450363730858,0,0
46,0.970750576233463,4.64300735782798,0,0
47,2.3875204512815,4.0910348064152,0,0
48,0.928156706696879,2.86592892481341,0,0
49,0.863467437893503,2.83269392026869,0,0
50,0.851066179765543,1.19345411090336,0,0
51,2.37327473141823,3.40738742405221,0,0
52,0.995392410673639,4.36822831854037,0,0
53,4.74284295224531,2.40261697209277,0,0
54,2.25753162211014,3.68719956896407,0,0
55,3.13751428825317,3.86019087739901,0,0
56,2.95188144309092,2.72096789761838,0,0
57,1.58321146926083,2.28008566449281,0,0
58,2.69887834375877,1.77849468945752,0,0
59,2.40223681131672,3.12886399985747,0,0
60,1.80334997878769,1.13161122543521,0,0
61,3.53124918502886,3.78775152982713,0.664582021969989,0.783908592777808
62,2.12446929770725,5.21403774076471,0.521481219343105,2.3618898715855
63,2.7778724400437,4.27434791959484,0.626426062313085,0.977400556356474
64,2.5276422208384,5.11196282542321,0.9483963416226,1.74940172824394
65,3.88953459995098,5.51241414167877,1.41397981660776,3.81240715127299
66,3.87126494991152,5.54261696101793,2.0478561549101,3.44521797039086
67,4.74993296733684,5.90007194755683,1.81404641155678,4.54026433072076
68,3.90197858791683,5.28618218802283,0.950530198248041,1.66425900312484
69,1.77428780628457,1.88122679765903,1.05571412659074,1.64705800451115
70,2.43847554646974,4.75674334849635,0.956329536910696,0.868271560246164
71,1.54598842972832,3.1338529143594,0.626601876862243,1.07877112862354
72,1.41984147964988,2.4121746293802,0.769624906017655,1.30175294478015
73,5.94735916198301,4.13531889537922,0,0
74,3.72130744840509,6.26626931817188,0,0
75,1.42240962047341,4.43383761770898,0,0
76,2.61341961604646,6.96889854184742,0,0
77,3.12225309752492,1.83390569432072,0,0
78,2.37683670275287,4.60233234809781,0,0
79,2.44877494589283,2.14779905063217,0,0
80,2.58568115287005,2.39829436033366,0,0
81,4.06309799911763,2.67218227212771,0,0
82,3.36338599521152,5.38109522481396,0,0
83,3.9246095085525,4.51735858141287,0,0
84,3.76603150703798,3.23621625424754,0,0
85,3.81291320499268,13.6631698759899,0,0
86,5.27049691320857,7.83928733290336,0,0
87,2.08250189865105,6.05002329615727,0,0
88,3.00004831227315,7.66135838871433,0,0
89,1.98086161303573,1.87505253633243,0,0
90,1.20413046511576,1.63937333127356,0,0
91,2.07428682427767,1.81525545438304,0,0
92,1.4444668738919,2.29230849626301,0,0
93,1.92471801754215,1.70539877316697,0.870823448686284,0.958807240846099
94,1.36392759401338,1.56761021331076,0.59982829575406,0.831975363042287
95,0.861956310072408,4.9563962890871,0.461707188977108,0.930848391329586
96,2.74104202744277,4.60138018053427,1.04225615476796,1.4978642658424
97,3.08848679952974,1.95006355028009,0,0
98,2.79296898032571,2.94738894366392,0,0
99,3.3962255928287,20.531708514726,0,0
100,2.78439057370399,3.1615312420346,0,0
