patient,Q15637.5_N,Q15637.5_C,Q15637.6_N,Q15637.6_C
1,0.771898560974821,0.871599476718117,0.978928531484174,0.860628005815904
2,1.34611028674183,1.10888146186098,1.20586623420199,1.24043171904709
3,0.87174971224119,0.871793627240243,1.25973045520635,0.834942959400514
4,1.05352082726613,1.06811678616169,0.965515602281624,1.02546695000559
5,0.646569716555578,1.2150014587401,0.868281220323411,0.81604600727035
6,0.437248928387082,1.18062007675217,1.0743819539839,1.32456415443531
7,0.751475571713907,1.4004073251195,1.06604711151551,1.42785524671045
8,0.770338203281043,0.311291209407752,1.13208538906974,1.34417113149793
9,1.3114417853129,1.95752653280839,0,0
10,2.01221726762795,1.69848018985634,0,0
11,1.88563369710244,3.16841179828158,0,0
12,1.82758456196939,1.87114102638684,0,0
13,1.52258706215423,3.12061334049181,0,0
14,1.79189075785148,5.63547924886251,0,0
15,1.67987097884502,3.40379616003213,0,0
16,1.65818434299556,2.80108085506161,0,0
17,0.836954487123822,1.43890931195183,0,0
18,0.607480630252506,0.719240455032275,0,0
19,0.492640943256047,0.79819280014666,0,0
20,0.636639939792167,1.67422159184107,0,0
21,0.697368264999941,1.32238457250614,1.0638066218556,0.801253600889164
22,0.942247708054129,1.35068847326162,1.31638678653249,0.665749022750815
23,0.930707923669011,1.62158876620373,1.10394755744411,0.794804134312221
24,0.986728654956889,2.26170285944709,0.887440552249752,0.693487021677164
25,1.40628156224638,2.52781701348164,0,0
26,1.49274071495761,1.93303469185073,0,0
27,1.36070322317608,2.74910808516869,0,0
28,1.42907153341438,3.40035846944956,0,0
29,1.10221533252129,2.55643980013836,0,0
30,1.78499618791868,4.30695797730648,0,0
31,1.27420786966059,3.51311135105313,0,0
32,1.51927317837605,2.53271713628815,0,0
33,0.305331408993206,1.14419290276223,0.625163630120818,1.17678967836697
34,0.494388883235112,1.03583775098915,0.635538197052393,1.31162328233081
35,0.457311413125603,1.27286464549276,0.689001433030275,1.17908586498041
36,0.386746107374478,0.936179136329013,0.396508270325305,0.954250329644651
37,0.608870098508207,0.995275626787838,2.21285123544805,5.55579138055612
38,0.538916433939917,1.33786595423619,1.70697549542119,3.65808417750325
39,0.704791466335965,1.06127394582654,2.27730847543023,5.34370874997751
40,0.357227285828818,0.928362952000562,1.81002104887371,4.30700588397381
41,1.82990317035912,2.1539753706673,0,0
42,1.59884225207262,3.12256575221338,0,0
43,1.52232186490058,4.01880980982523,0,0
44,1.55663603695762,3.10595456606706,0,0
45,2.40857023296844,3.14571856183885,0,0
46,1.70506193588347,6.99892120879242,0,0
47,2.1699992038087,4.29667339706863,0,0
48,2.11121718045098,3.54219874041118,0,0
49,1.62787890907814,2.40074745484145,0,0
50,1.72489379494856,2.31615826016351,0,0
51,1.92887629062245,3.81455968568851,0,0
52,2.16753195296671,3.74379326788329,0,0
53,0.801017430682163,0.770467366668627,0,0
54,0.786997787800784,1.31953837871584,0,0
55,0.675851741937235,0.851988491135369,0,0
56,0.807581645532398,0.892326066402168,0,0
61,0.97061759291741,1.55270895341562,0,0
62,0.447216907948747,1.50314094658763,0,0
63,0.665611245926896,2.15360078695449,0,0
64,0.511175043126987,1.50886951238477,0,0
65,0.706713571372598,1.38428254649348,0.768053564044966,1.41212541801572
66,1.03299496148576,1.69032092730688,0.778224977693738,1.48887346727569
67,1.09563222870068,1.97895853762366,0.896957159886933,1.46400410096697
68,0.765083244557494,1.04994461658368,0.657875138129563,1.53453783117847
69,0.802091322697357,1.20144641788707,0.83261818281626,1.77770560196156
70,0.90012809753081,1.36002634231355,0.83024400508687,1.69603205826113
71,0.679081552750884,1.74457593292347,0.684458513645804,1.50867329667615
72,0.363208301041244,1.14788639074164,0.862805463810944,1.43667487031226
73,0.7430656735522,0.940124154438075,0.794332162002473,1.3142332248118
74,0.584249059309994,1.65541772385547,0.561746040479089,1.63852761558022
75,0.569143552245174,0.895148051822298,0.469628722404155,1.69685175926878
76,0.769412558570908,1.13359235404743,0.567319629798848,1.58582490317982
77,0.936871540207184,1.48598991615789,1.01195283803803,1.16628853217525
78,0.831518178451722,1.76618209785695,0.946388781784605,1.76057389857337
79,0.823774889144203,1.47448655012961,0.861119792195142,1.56076059825071
80,0.752366664451133,1.52197650901564,0.632246281226536,1.30315563041581
81,0.691750575324289,1.48081215748336,0.956815971961029,1.24366100259383
82,0.803297834845647,1.58002709034492,0.740001504475816,1.42082138807396
83,0.743856296777493,1.67033572677452,0.69962583129254,1.24212030791605
84,0.860085624840188,1.75435898853498,0.827511847747047,1.8319361210713
85,0.588877388047658,1.45355515117114,0,0
86,0.817643032437937,2.70618318614112,0,0
87,0.487662565318286,1.03204004518718,0,0
88,0.600964401186442,1.69937728509658,0,0
89,1.19374281281793,3.44739133060226,0,0
90,1.18071104644334,2.42380157895886,0,0
91,1.16963472602789,2.07655209040948,0,0
92,1.57982284719905,4.14152943794115,0,0
93,1.50274942542464,1.74871377836437,0,0
94,1.34641678040426,1.45720605611279,0,0
95,1.13470284757537,1.77931808359029,0,0
96,1.37665287514707,3.01881159774188,0,0
97,0.474024654489115,1.01003693682568,0,0
98,0.541235082125495,1.36501779479292,0,0
99,0.600122374285682,1.47296538716305,0,0
100,0.753123912384502,1.69878523874213,0,0
