patient,Q9UI10_N,Q9UI10_C,Q9UI10.2_N,Q9UI10.2_C
1,1.70786931223195,0.315271492182591,0.336007971008103,2.20127299317149
2,0.805129349201869,0.315002413061492,0.600740416966356,1.26954175520893
3,0.897540498456551,0.407378504630346,0.609333687712328,1.14878249401356
4,0.938184649286553,0.495164771123394,0.554456168902739,1.40834159447874
5,0.724120271128515,0.287305207193754,0,0
6,0.554460855091773,5.95485078931256,0,0
7,0.199618178844928,0.585407130117094,0,0
8,0.913206676546014,0.732730262115406,0,0
9,3.95948353859444,2.09061506659164,0.612945752891787,1.60260791551669
10,4.9129705351125,1.83096442107943,0.364512351301561,0.809826937959279
11,2.44308183317868,2.25428941474326,0.433456378366902,3.24690275789805
12,3.9330459162259,2.3506027052373,0.719628536403295,2.19924049939391
13,1.63612373122758,0.369462923900698,0.53826411342425,2.12577750334871
14,1.28476166008618,3.48265635422864,0.930009409935866,1.67377310809984
15,0.90221212612905,0.165396767447311,0.674082827162954,1.67098958199763
16,2.30905313069032,0.362535381397948,0.764402429617822,1.2559995738897
17,1.10242514064931,1.33053632303748,0.889758687952199,1.18063069487532
18,1.09632234929202,0.807414289330807,0.402235002310925,0.478557725406342
19,1.16553975171003,1.01366061794756,0.313188787027078,0.85831402200687
20,0.951337428077756,1.23563214153167,0.716976559391846,1.64830616164465
21,0.85393260485267,3.09797851195765,1.54979981936757,3.56118663643502
22,0.326565119026901,2.76248660432142,1.47843102417082,2.95079311872142
23,0.359866089011422,1.01810820960459,1.61930094267741,3.08014604090832
24,0.589170796046786,0.732805444370151,1.53583443648036,4.34179206426667
25,0,0,0.538688301387145,1.56172827940267
26,0,0,0.445905079537577,1.1104345056304
27,0,0,0.317380849774847,1.59781529294935
28,0,0,0.492738253608389,2.64049140294667
29,0,0,0.599846832370338,1.52857191698861
30,0,0,0.672289650928237,1.189730930972
31,0,0,0.848127457348969,1.75915757803686
32,0,0,0.496718520291292,1.55857636158501
33,0.439801718550036,0.661326807053701,0,0
34,1.45098642112786,0.336874864959197,0,0
35,0.634517260292187,0.19072581315339,0,0
36,0.686848272308741,0.412132896770655,0,0
38,1.44396780097007,2.1041835703042,0.337445951650835,1.52045054886092
39,0.723615608083031,1.60606867249389,0.421370092116306,0.364015821448855
41,0.997463687707491,0.713813390823079,0.660237788499592,1.09175571104992
42,2.02808739407499,1.02481056917565,0.402118961611977,1.36066132821381
43,2.57243209703206,1.11366075917262,0.402864997768628,1.16593831308258
44,1.25540211872659,0.451495291970307,0.304566313857243,2.17947811150125
45,1.16719161367106,0.261225250351634,0.600619741296605,1.33438093872795
46,0.299071324669704,0.260995636127574,0.312206624541902,1.26655492209124
47,0.529871488164649,0.383107125253958,0.61876353156968,1.42886391789714
48,0.882686366204633,3.01271894497674,0.356367419104647,1.01149425287356
49,1.9239164537672,1.65080005378513,0,0
50,1.13644241256182,0.532690899855079,0,0
51,2.05493553254747,0.410472412711219,0,0
52,0.543035572886319,0.668841976304663,0,0
53,1.48915169088641,0.230912202029738,0.591845364805908,1.07498140943603
54,1.0089096058532,0.522328804072963,0.532425773383419,0.759055120623239
55,0.341865875450959,0.293919215078054,0.460390130564802,1.16167567205288
56,0.926708587612529,0.211890151387437,0.645185123719006,1.04471788619702
57,1.44135287626729,1.51635319520294,0,0
58,2.89767792531829,1.49682341121715,0,0
59,1.79801821793293,1.14681286693729,0,0
60,4.55081149183123,2.2856984488812,0,0
61,2.11337916318981,2.25335353633985,0.699185010841005,1.23406329077075
62,3.21842763380945,3.16071777801416,0.434199787169123,2.13980206944066
63,2.94233337303445,2.35507868957557,0.605416513476593,1.60114803605834
64,3.85241421430061,2.80470114794709,0.660931517837794,1.56604280121661
65,3.01290874682779,1.16408046612486,0,0
66,1.99784989096042,1.84335090411176,0,0
67,5.40002208362424,1.38393861029223,0,0
68,1.70862819431308,1.21003962688091,0,0
73,0.861355142454982,0.939333268617839,0.696302478502782,1.13927668184117
74,0.73287870698442,1.76117960167613,0.61759146855505,1.51733265891081
75,0.997294083385915,1.12611027520264,0.286250210757039,0.833232169954476
76,0.807714086945267,1.05409406397127,0.708013825661777,1.50376833586242
77,1.77977712304912,2.885246874068,0,0
78,2.5131982669818,2.13206187210203,0,0
79,3.43902044787784,2.99868246658681,0,0
80,1.75861605979627,1.71851160017547,0,0
81,2.08892404887121,2.51330693665461,1.49545735173934,2.91545734725489
82,3.12507955986228,3.05309772467096,1.05568387549897,3.10913655347804
83,2.70539483094595,7.55545788841499,0.966181778602122,3.00333780416368
84,2.10988082845907,2.08328484981624,1.60122444370002,2.37804167598034
85,1.90612434235861,2.33360657847467,0.444384756970482,1.56519462812734
86,2.20437100339952,3.17624936107603,0.645009203081328,2.39718590224283
87,0.864185189139914,2.29987187499175,0.143662417342695,0.91075601608835
88,1.95046804680536,3.53063736023907,0.391227759220124,3.36388301861068
89,3.7220156402136,7.01098982355064,0.519858361912992,2.6524229699441
90,2.1687917732819,3.12527513538163,0.520773136021171,1.50937052739597
91,3.6157288233874,2.20518424017483,0.356218438605493,1.15290229807459
92,3.6924831849197,2.1098684462359,0.667450919499878,1.77139423726067
93,2.21440993465849,1.96131678319373,0.587464568223002,1.0800107721731
94,1.86032913665947,2.95888660556746,0.688914703559838,0.918047041532205
95,1.6210499329405,1.38866451862852,0.289807972320992,0.928570450468544
