patient,Q13362.2_N,Q13362.2_C,Q13362.4_N,Q13362.4_C
1,0,0,2.58130213346724,4.19912087950052
2,0,0,3.11968651157658,4.13634931799828
3,0,0,3.13361227073142,2.73757302723106
4,0,0,2.56742717507449,3.61848054447885
5,0,0,2.66237506913907,4.30972436751695
6,0,0,1.65634799198945,4.98585348796996
7,0,0,2.89090068896272,3.62668777362461
8,0,0,3.25730468919176,3.65146430926405
9,0,0,2.50931255100553,3.98979148664669
10,0,0,2.31744811717737,4.39470476888634
11,0,0,2.85343434575164,3.0394002852671
12,0,0,2.4534688438868,3.71433372589809
13,0,0,2.80668893958854,5.59234637544289
14,0,0,3.38651792268958,5.52539985650022
15,0,0,9.22361947443619,3.59865650493566
16,0,0,3.75794454300962,5.72716516702972
17,0,0,1.39273813086563,0.923554670818356
18,0,0,0.911203844123354,1.1293222008884
19,0,0,1.28180262215482,2.17329491003366
20,0,0,1.18129789602171,0.933901388417191
21,0.612053660027999,2.51150100393528,2.41236064541616,1.30198205827468
22,0.686019463650033,1.24228006844282,1.63128472175151,1.94565720808882
23,1.11778494150714,2.17007361000109,2.78631211741955,1.60366483018482
24,0.833818762415095,1.59333558615338,2.0442454785346,1.58916173865405
25,0,0,2.09372903069203,2.10000709934073
26,0,0,1.86116379156893,2.28768198363581
27,0,0,2.08478701391045,3.10291674652578
28,0,0,2.20945463259448,2.75395521393656
29,0,0,0.955057939242092,1.02858835223791
30,0,0,1.2939083230073,0.64547447541497
31,0,0,0.964092648320375,0.914128278798277
32,0,0,1.69562040151237,0.912051725468302
33,0,0,0.739225957779515,2.25698592650508
34,0,0,1.04143862392494,1.20634870992963
35,0,0,0.791462079749805,0.325707974980454
36,0,0,0.319431196247068,1.11686473807662
37,0,0,1.45798703301709,0.909790389211286
38,0,0,0.440006803485922,1.48351163655548
39,0,0,0.700009513348958,1.12430487688862
40,0,0,0.408232217965239,1.52831951014901
41,0,0,2.70349319173684,2.5511461281554
42,0,0,2.04703190383026,2.34601057976649
43,0,0,1.5821365574104,2.81907528277668
44,0,0,1.16931121985173,2.03158376261233
45,0,0,1.7302032803341,2.15295826836888
46,0,0,1.27829061591569,1.37695945306667
47,0,0,1.59709150207252,2.19855490467444
48,0,0,1.13007276172113,1.83490225929486
49,0.32013688635653,1.08859975216853,0.527017252925981,1.4875211276589
50,0.373868255567523,0.931313622624466,0.628806964952004,0.727869375259113
51,0.822620991557517,1.3846888788521,1.45342985617247,1.17335204260612
52,0.489009716383513,1.50965268850826,0.933979653665848,1.24476831329528
57,0,0,0.939225003346272,1.30020746887967
58,0,0,0.919435149243742,2.12907241333155
59,0,0,0.947041895328604,1.22751974300629
60,0,0,0.828784633917816,1.54684781153795
61,0,0,0.962347871081152,1.41712207880579
62,0,0,0.662055840261977,2.14506560061241
63,0,0,0.836852588229457,1.77130159270206
64,0,0,0.984788880146866,1.57571891324842
65,0,0,1.99073220579902,2.0120461496552
66,0,0,2.2254632263567,2.85681104459737
67,0,0,2.72511349022341,2.07232666401815
68,0,0,1.86828800158427,3.91370911622809
69,0,0,1.55572239330161,1.06076570042162
70,0,0,1.2766735381196,0.975839632165186
71,0,0,1.13258510845867,1.30012979411091
72,0,0,0.50440875813334,1.96496407332943
73,0,0,2.71708980776383,2.20257902427966
74,0,0,2.19665201871558,1.88031539352547
75,0,0,1.06916135713724,1.85648612327143
76,0,0,1.82732182340526,2.18333240368778
77,0.953333687583605,1.51026363151195,3.60126154671214,6.7068868416232
78,0.732715859707651,1.85031385803959,3.27939815010288,5.84270079265734
79,0.689965553011628,1.40576288181056,3.55548077553385,6.86666254670558
80,0.572855033857855,1.06036886694591,2.57803737486203,4.49989041639803
81,0,0,5.12522280084332,5.46308960700943
82,0,0,3.34495469278359,3.53402151620526
83,0,0,3.21247450401894,3.7568230429217
84,0,0,3.27481318108212,3.73845459125022
85,0,0,2.36219603881501,4.11280654635726
86,0,0,3.40668562804157,6.79265622933284
87,0,0,1.48404816141497,3.86556541930011
88,0,0,2.28568097485228,3.06407984345769
89,0,0,1.9571225018159,3.35048724299872
90,0,0,1.64389106728478,2.4798038367336
91,0,0,2.05206867856312,1.81914110830254
92,0,0,2.43188547636454,3.14718766754273
93,0,0,1.63237886764232,2.65271697862429
94,0,0,1.68125884792557,2.38892907108781
95,0,0,0.710716690451471,2.66156970891495
96,0,0,1.72253586116981,2.48902287931855
97,0,0,1.57300955351638,1.50259223300229
98,0,0,1.5236019150916,2.86179521564013
99,0,0,1.50748740316719,3.36607775513989
100,0,0,1.82281603534067,3.18583258689888
