patient,Q93062_N,Q93062_C,Q93062.3_N,Q93062.3_C
1,0,0,2.05685538941694,1.99743117590828
2,0,0,2.67607672221326,2.42309015490573
3,0,0,2.23637188945482,2.3121214859503
4,0,0,2.00904131607898,2.13869310050542
9,1.44763113164636,1.13939695003711,0,0
10,1.28274999401499,1.16351056953389,0,0
11,0.872608987096311,0.961582198175768,0,0
12,1.67863469871442,1.20475928275598,0,0
13,0,0,1.92976544756708,1.83632189225729
14,0,0,2.69302598294429,3.07067948406022
15,0,0,2.63483521424287,2.81062386900143
16,0,0,2.49580959903129,4.29900257874009
21,0,0,2.09249400540729,2.02335758019294
22,0,0,2.37106862718081,2.22184583694943
23,0,0,2.33229107654071,2.69064804419542
24,0,0,1.83905241491915,2.88371114209095
25,0,0,1.00210273270805,0.895341898145542
26,0,0,1.20181167171473,1.12340254242059
27,0,0,1.11320133313817,1.71952022789457
28,0,0,1.25599011405988,1.41333757445419
29,0,0,0.929901714545678,1.28338814698272
30,0,0,0.943829436351401,1.12134983745462
31,0,0,0.885346273777593,1.02050535973235
32,0,0,0.955686244775327,0.954373560549337
37,0,0,2.23692303822274,2.51452739021377
38,0,0,2.15085066779565,3.17734913187546
39,0,0,2.20252394990432,4.05490579908384
40,0,0,2.17914389737195,4.93326495360945
41,0,0,1.08786315721011,1.10850564591578
42,0,0,1.32889898388525,0.965659223830417
43,0,0,1.07470019361714,1.2521625583478
44,0,0,0.999484688236383,1.78299371119527
53,0,0,1.95620257087198,1.73897001440476
54,0,0,1.8588920317826,1.61656467555393
55,0,0,1.48916519436807,1.805128157111
56,0,0,1.85820444424194,2.79691569087028
57,0,0,1.28604158902551,1.82648610699504
58,0,0,1.5095641285602,2.5245152908683
59,0,0,1.16332626460969,1.39696951887353
60,0,0,1.74100012686604,1.12772670242272
61,0,0,1.30954733186512,2.17368390646515
62,0,0,1.44201473578378,2.81600218868991
63,0,0,1.63813899369862,2.69344812709383
64,0,0,1.70567396608146,1.90308712708541
65,0,0,3.79222669410976,5.3053344986569
66,0,0,4.23960493583684,4.03589217323891
67,0,0,4.61336622617535,5.31551974134961
68,0,0,3.73511288740526,4.36625247130554
69,0,0,2.60433968473358,1.80174189695671
70,0,0,2.6893210753354,3.18459840350139
71,0,0,2.60317977677605,2.38912656052911
72,0,0,2.20369673672019,4.04394587820896
73,0,0,1.75372146805109,1.57756319732989
74,0,0,1.5564170109674,2.33484528637572
75,0,0,1.54697572770529,3.07806181850581
76,0,0,1.53229056445825,1.76302722635961
77,0,0,3.74765445177157,5.30974024184769
78,0,0,3.2626036219305,2.81874363452068
79,0,0,3.5118037834422,8.51712938693782
80,0,0,2.56054619645369,3.2067448212562
81,0,0,3.32560355509673,3.67224845314551
82,0,0,4.7369088958942,6.37883697618203
83,0,0,4.03573412041506,8.42694555284947
84,0,0,4.84360698805378,5.00109433282691
85,0,0,0.640865035543623,1.04636712088209
86,0,0,0.833541867179981,1.50246525843
87,0,0,0.502620603481755,0.791305742701315
88,0,0,0.541643449335562,1.24413656856289
89,0,0,1.50895972506696,4.99044914343148
90,0,0,1.42049580514479,2.50418705877245
91,0,0,1.39254763744142,1.88940191555709
92,0,0,1.74448836123333,5.12577777435593
93,0,0,1.86999880412989,2.38251346210894
94,0,0,1.84489246105817,2.6351822941635
95,0,0,1.64072345660778,4.44470002499292
96,0,0,2.36737487963619,3.05053137722819
97,0,0,0.739276726892301,0.905618231684904
98,0,0,0.645895891650409,1.03149828936579
99,0,0,0.741821471993666,1.30960499901038
100,0,0,0.91484717391919,1.45683264059717
