patient,Q15418_N,Q15418_C,Q15418.2_N,Q15418.2_C,Q15418.4_N,Q15418.4_C
5,1.36057988719655,4.28723273359519,0,0,0,0
6,1.29102552173022,1.80740637082996,0,0,0,0
7,1.82306093082345,1.07950960948556,0,0,0,0
8,1.88347027644404,1.71800009968354,0,0,0,0
9,0.756276386152547,1.04412468336617,0,0,0,0
10,0.76702786377709,2.13306360821841,0,0,0,0
11,0.566766113143822,1.20314522938362,0,0,0,0
12,0.892041936391782,1.88037573881227,0,0,0,0
13,0.676819923371648,0.964362807702902,0,0,1.038759550346,1.28119579634731
14,0.797348057997145,1.05910149500413,0,0,1.09853736413451,1.6090615003271
15,0.884227330779055,1.5845666491373,0,0,1.10408301673899,1.36694935090657
16,0.566456314326497,1.39488643477825,0,0,1.3304344694719,1.33539794858868
17,1.04596847476583,1.33471096043618,0,0,1.2201222131878,1.5505771572829
18,1.04109289808472,0.711302949811268,0,0,0.790572328406222,0.924839954693775
19,0.85576768488746,0.727118866209982,0,0,0.653343464505981,1.14969872780403
20,0.979361806235146,1.40751258213337,0,0,1.04596309459982,1.40633577025909
25,0,0,0,0,0.760043877690937,1.10748557626386
26,0,0,0,0,0.899245852187029,1.18407746100054
27,0,0,0,0,0.818430739697708,1.03096330517145
28,0,0,0,0,0.941184908605723,1.39467139195646
29,0.941662207366341,1.68582094662281,1.14267486107756,1.11993386083595,1.23174298839142,1.36808163959743
30,2.8492519787881,3.23684337331064,1.33782314568736,1.3511868808891,0.943651925820257,1.16819680927639
31,1.67112934845184,2.32211703063856,1.21175102681807,1.22564327132158,0.806825766598176,0.953415173605204
32,1.05504340526544,1.68986348200767,1.03485896351776,0.971015039864702,0.931644178041854,1.18451687628421
41,0.780456637938679,1.03932294396027,0,0,0,0
42,0.884199875843498,1.47330232108161,0,0,0,0
43,0.586933737513806,0.868910083281601,0,0,0,0
44,0.52655659198465,2.31497456404137,0,0,0,0
45,0.891235486778711,1.28451668936362,0,0,0,0
46,0.751702271738627,1.40189608032779,0,0,0,0
47,0.830003034565646,1.9690145434922,0,0,0,0
48,0.693748047339224,0.824060966367147,0,0,0,0
49,0,0,0,0,2.45353593391777,0.503990761231305
50,0,0,0,0,10.7188632446055,1.18831671227266
69,0,0,2.12256104071891,1.86317901456069,0,0
70,0,0,2.31023613967391,3.38002608417556,0,0
71,0,0,1.91246965715238,3.5414106319548,0,0
72,0,0,1.51154090391356,2.0209299386882,0,0
73,1.14416481275491,1.51218020022247,0,0,0,0
74,0.877345198368558,2.07119484612532,0,0,0,0
75,0.528207267334075,0.989771041898406,0,0,0,0
76,0.775366147571376,1.59653781979978,0,0,0,0
77,0.871160473864158,1.4729597325093,0,0,0,0
78,0.721094354877389,1.29527666056865,0,0,0,0
79,0.70076990364214,1.99653988722088,0,0,0,0
80,0.58342526042202,1.11066194355563,0,0,0,0
93,0.801678662399168,0.916618821193271,0,0,0,0
94,0.851616648321496,0.774303650107375,0,0,0,0
95,0.494291849986202,0.941373699052501,0,0,0,0
96,0.73751708955721,1.00924660032799,0,0,0,0
