patient,Q15149_N,Q15149_C,Q15149.4_N,Q15149.4_C,Q15149.5_N,Q15149.5_C,Q15149.6_N,Q15149.6_C,Q15149.8_N,Q15149.8_C,Q15149.9_N,Q15149.9_C
84,8.09622421813093,12.2137394742218,1.74169867659789,2.04514910773309,0,0,1.46181660712353,0.976748789804977,4.1307152130721,2.23550570259836,0.782228919140485,1.1143902917778
85,8.12177072604476,21.4885188263017,4.19779508947528,6.34848864805514,0,0,0.802679060628389,1.24362195897649,1.63483554628292,2.69216534060461,0,0
86,8.21427436908742,15.838270324822,4.00365989123381,4.35598683467433,0,0,0.87024126660243,1.12827876337484,2.24862578890886,3.39533857874814,0,0
87,4.22511220874197,11.2951835161795,2.87995221923002,4.39540102852274,0,0,0.399572383129601,1.41823323068009,0.617553194082415,2.27909042736917,0,0
88,7.05435426542146,20.2731675609382,2.73664994764153,5.37786338600289,0,0,0.639214797181129,0.981994747680855,1.3346988254821,1.99776381025792,0,0
89,8.5755281030958,25.7245216963606,1.2429391337432,1.79335029204467,0,0,1.78945543543215,5.53313903800612,1.81743657308655,4.61522465012908,0,0
90,7.35795839200973,17.5832425280575,1.52513626234354,1.61824521056483,0,0,1.46591807714754,2.46924039102927,1.52623907962589,2.19784291430789,0,0
91,10.1188730961197,13.0951453249478,2.1287125076708,1.58794605317077,0,0,2.25210243468327,2.20183184395804,1.73832860576094,1.63008052936526,0,0
92,11.2419871743167,26.0514684198745,1.65343082334303,4.0796204075028,0,0,2.23902354559216,4.82023224407374,2.23228920827181,6.56027579442482,0,0
93,5.6229373716688,7.2546676677335,1.10729743156544,0.614643962429371,0,0,1.00877722145141,0.794455168808188,4.73991569712728,3.77389387576837,0,0
94,4.79609948134455,8.44073954900656,0.984854606152103,0.93381453223253,0,0,0.984288471979248,0.831257163539844,4.80420451083912,4.74763572590825,0,0
95,3.63574859479647,8.44433823061925,1.07961625225441,3.53998210001952,0,0,1.15420964790573,0.689088295027247,2.64630699946656,4.18519288365621,0,0
96,6.48687240544119,11.6986188508997,1.08098291383073,1.86557423949246,0,0,1.00236170597816,0.915458164927309,4.05154954747571,4.23360126254491,0,0
98,6.30283633465072,13.1349883665349,4.63371076150646,4.28690684336091,0.786342139463651,0.941360770927367,0,0,0.864970120506892,0.835940627163261,0,0
99,5.97184999819711,16.2735843483114,4.83808571616096,12.8812181969054,1.02209351862337,1.90530309158268,0,0,0.79933177303829,1.24388400446426,0,0
100,5.44971641180566,19.7030130272971,6.14678939107239,8.64871257151027,0.71610340866808,1.23904356688722,0,0,0.869114163680287,1.593612993459,0,0
