patient,O14662_N,O14662_C,O14662.2_N,O14662.2_C,O14662.5_N,O14662.5_C
5,0,0,0.673910016707773,1.88457381918477,0,0
6,0,0,0.490137772827327,1.25149176545469,0,0
7,0,0,0.859972949319755,0.769058132442252,0,0
8,0,0,0.954832657066327,1.22646325615933,0,0
13,0,0,0.734924485826066,0.944091097851507,0,0
14,0,0,0.813760846283304,1.43909688982143,0,0
15,0,0,1.33452451205385,0.983279784932136,0,0
16,0,0,0.70770222717636,1.97540052018447,0,0
21,0,0,0,0,0.849711275026343,1.3192708113804
22,0,0,0,0,1.02748577449947,0.997867228661749
23,0,0,0,0,1.01850790305585,1.3228956796628
24,0,0,0,0,0.988573234984194,1.13529610115911
29,0,0,0.783323959735615,1.30902866025327,0,0
30,0,0,0.947870772247811,2.03840496893595,0,0
31,0,0,1.02671885273723,1.8110610639334,0,0
32,0,0,0.497219894764285,1.25661084593577,0,0
37,0,0,0.629992799020667,0.970583999423922,0,0
38,0,0,0.609762367682005,1.2202203499676,0,0
39,0,0,0.638618132065961,0.615920645207748,0,0
40,0,0,0.561682868870166,1.4615539713401,0,0
41,0,0,0.980093331087575,1.26605502769219,0,0
42,0,0,0.755579554349011,1.64198313699458,0,0
43,0,0,0.654342075279151,1.34181569587144,0,0
44,0,0,0.474754039888637,2.42393318207488,0,0
49,0,0,0.470255227958278,1.13532870882888,0,0
50,0,0,0.572169691553001,0.842055229989539,0,0
51,0,0,0.837373173134541,1.9866485207341,0,0
52,0,0,0.624417789784788,1.86416753841623,0,0
53,0,0,0,0,0.947726790439441,1.13338919998094
54,0,0,0,0,0.870276778096809,1.06621388697614
55,0,0,0,0,0.923944488473715,1.33726998315339
56,0,0,0,0,0.806289978216338,1.03482787442563
57,0.576349595540467,0.904150425415986,0,0,0,0
58,0.799478184332956,1.12032409153778,0,0,0,0
59,0.873189886416027,1.06054057169202,0,0,0,0
60,1.00954304455342,0.813435181692443,0,0,0,0
65,0,0,0.81060614330426,1.08865639195884,0,0
66,0,0,0.843017788666216,1.66912800135984,0,0
67,0,0,1.0986992612877,1.46106282875192,0,0
68,0,0,0.667078881748333,1.74309279829583,0,0
69,0,0,0.793800355686527,0.990127118047572,0,0
70,0,0,0.953610593639874,1.21582617346053,0,0
71,0,0,0.94918797422915,1.2408603109207,0,0
72,0,0,0.682331576798727,1.08925010206045,0,0
81,0,0,1.03517641831748,2.45817863642012,0,0
82,0,0,0.761605885887726,1.30880482909715,0,0
83,0,0,0.728872274397852,1.64489078866061,0,0
84,0,0,0.971876228850996,2.95579626139906,0,0
93,0,0,0.626799985696662,0.896077309542114,0,0
94,0,0,0.635449929377268,1.0977096779961,0,0
95,0,0,0.400316461354169,1.155986840929,0,0
96,0,0,0.747575584201963,1.44327832507912,0,0
