patient,Q13951_N,Q13951_C,Q13951.2_N,Q13951.2_C
1,0.557921099151937,3.59115622703619,0.577178605883815,1.44160316747138
2,1.20628402486858,1.84761116631443,0.697828977528013,0.917645287907366
3,1.08362191975986,2.2893733424789,0.713577386151892,1.1098648214078
4,1.03868882248486,3.3084468410728,0.61040649368125,1.46796835265488
5,0.49604468711565,1.55022175841378,0.911982197937422,4.23409963070493
6,0.673265066527524,2.34406097424621,0.906229396327182,3.94759055161396
7,0.481548395512653,1.33907606872647,0.856926927318453,1.7428004001044
8,0.658077410458052,1.30030561663747,1.12186361780066,2.71968265254211
9,0.796265245795762,1.27985195121345,2.10981040414564,4.46665775866469
10,0.457102491492163,1.68067044240753,1.8527867969951,4.30561094670931
11,0.517875773157463,1.62220856000199,1.921329393232,4.93351782038122
12,0.399703157214894,1.20147427776536,2.51813398001107,4.630616657012
13,0.822297332307656,0.827554595421916,2.56982380267247,5.27942069373925
14,0.876051751557449,1.23410365457509,2.651706768846,7.41060251076127
15,1.05109589423295,0.915034815916075,4.33910637611074,5.78028717749858
16,1.40026943971685,1.36380539756309,2.99082138350501,6.10215302200922
17,4.16769341570781,4.39550647099758,2.06808475028583,2.08138049466135
18,1.82194965965024,3.8620309386451,1.04928574575473,1.92237304752048
19,1.80950525423873,3.34230570137662,1.27536560878367,2.77978568393516
20,4.72898827957507,6.32742488878432,1.89841853652751,2.61253714269197
21,1.98121025621286,4.41105784520034,1.47110209609744,2.16471797522866
22,2.30426140709133,4.52824451759779,1.49653694734661,2.60776503168389
23,3.29907788096222,5.96834342341526,2.48070600593069,3.42747573692394
24,3.21233148217429,7.38568077489911,1.51587882897098,4.46612591361568
25,1.08917278557727,3.56703247977461,2.36342051186133,6.05968562400862
26,1.28559777475243,3.40613224334371,3.74975895287203,5.49153092613014
27,0.720350884386406,4.10441824198864,3.05142846761138,8.15044685642357
28,0.926123421036473,3.29144536109695,3.1288808577598,5.4164296289891
29,0.512694054701508,1.59352327213297,1.23834929536078,3.92174066108084
30,0.51206990479008,1.53839243515876,1.49918386333694,3.13769325193609
31,0.682397890156831,1.55751739862976,1.45066191467471,3.9269933491326
32,0.435378837349419,1.28759240485322,0.84709153916914,3.41111534292147
35,2.04693068616179,5.80834867709366,1.18404365756815,4.04580302171418
37,0.614318032189833,1.11945817983163,1.02520934055094,2.83364694858675
41,2.47500378176641,4.43012356054638,1.28805993399083,1.23507248352205
42,2.08633518671493,6.46310480613301,1.51204326618831,1.65184056545909
43,1.60382027266888,8.1850922500868,0.892705889225317,1.89700427404515
44,1.48246343782672,5.2691006593714,0.809269517977277,1.39206819000516
45,1.30126499231781,2.66713498995643,1.31366209494524,1.58027130712157
46,1.09208695736404,6.10873161009557,1.06213383764052,2.87322834942185
47,1.63789578608059,4.61940370639244,1.18626855096068,2.02680049058942
48,0.94106066875743,4.33585835650345,0.936740466882161,2.7531005750672
51,1.37601213631371,1.45497643056962,0.723919074150771,1.42141456133907
53,0.737625193568793,0.939603674157529,1.92124707421076,2.27804810672717
54,0.537804951353765,0.797781079061939,1.11884053012111,2.29359549982697
55,0.53509141026852,1.66670960244333,1.49221916582956,5.05629202929624
56,0.484813615793496,1.12089569754894,1.29874551941728,2.29826640128476
57,1.50731738920273,3.24436372811747,0.555347712178649,2.41193203659568
58,1.54463300269588,2.36696753204359,0.658450183628933,1.55293895003282
59,1.1558757246064,1.96347254667586,1.20818375904099,1.83565062599429
60,1.44674535564656,1.99128205127045,0.904175857969969,1.73890981779042
61,0.521224678124917,1.33329044623289,2.20547242246358,4.31951116514861
62,0.388863255219656,2.68971330712784,1.52710973870405,6.98586140525388
63,0.450784833938189,1.45772367101749,2.11266516368524,4.72701660286994
64,0.370908792447138,1.83308636278938,2.19677864984839,6.01625663250682
65,0.883259435192533,2.97251803059143,1.66656600901904,4.02887944521196
66,0.87644859778509,3.28888346290942,1.62108212741967,3.80105876938815
67,1.17471407246272,2.47128701149999,2.13190016058545,3.51421334574707
68,0.800462071478647,2.34198838717076,1.6598549108995,2.51843926893158
69,2.15544396792722,3.99608797803467,2.16496408599392,3.40493876269382
70,2.53592381799029,7.02157289131162,2.30937844639307,5.53904901077461
71,1.14503107789742,6.81020312142321,2.01470616810785,5.73350421175722
73,2.25998736084068,2.75753654815272,1.64162765344089,2.21478842754014
74,1.1892783876098,4.08993926541111,1.43933895106367,2.88553443383269
75,0.461426537743483,2.44665696342153,1.84909962745548,2.36377781439824
76,1.27348177835633,4.66220113879746,1.32156474848507,3.05392535780483
77,1.72589146802348,3.58948141803464,3.00573259071459,4.39389152275359
78,2.68365909711112,4.39292452496883,3.16981268466846,5.45674740576765
79,2.13632245632814,4.8122435429909,2.64918927792327,5.87406442521708
80,1.34305511637049,3.67173086900668,2.11081337314652,4.2974202945988
81,3.60279986382727,5.34246882861004,4.43455356498523,6.46317388148097
82,3.22797067389107,6.94325799583292,4.26994983340908,9.81466729969498
83,2.54527545316587,7.80256143622133,3.95218391508517,10.8979058287704
84,4.40005654465868,7.67422820538101,5.32004704575177,8.90104035336534
85,2.39386731543791,7.70247134510669,0,0
86,2.29311231534683,7.11486776759227,0,0
90,1.46589963234678,6.38861727923381,0.671990918155997,2.52161324467265
91,1.89759671544797,5.21503302994729,1.23799511241563,2.39814091717226
92,1.88939181489576,6.67779010724142,1.19441013002294,3.01406072945935
93,1.867577408947,3.25312485772832,1.49019523214436,2.20806445156934
94,1.42429785559539,3.27912045466905,1.36469065302207,2.00121513782135
95,0.775647151245891,3.47859467488352,1.08868936652173,2.26250240367384
96,1.91726562921926,7.21609245262622,1.74201493753337,3.35934760504371
97,0.984664126640626,1.85890197137699,2.26031016278629,3.13829033469246
98,0.769825149687299,2.38278120646188,2.34483351936987,4.88975702803157
99,1.16434268116658,3.46845673678448,2.42704578508652,10.249904096584
100,1.08120994251975,3.28199544500448,2.62812510958148,5.85304531024316
